agency_cd,site_no,datetime,tz_cd,gage_height,approval_gage,discharge,approval_discharge
USGS,5325000,42550.24,CDT,7.74,A,7150,A
USGS,5325000,42550.25,CDT,7.73,A,7130,A
USGS,5325000,42550.26,CDT,7.73,A,7130,A
USGS,5325000,42550.27,CDT,7.72,A,7120,A
USGS,5325000,42550.28,CDT,7.72,A,7120,A
USGS,5325000,42550.29,CDT,7.71,A,7100,A
USGS,5325000,42550.30,CDT,7.71,A,7100,A
USGS,5325000,42550.31,CDT,7.7,A,7080,A
USGS,5325000,42550.32,CDT,7.69,A,7070,A
USGS,5325000,42550.33,CDT,7.69,A,7070,A
USGS,5325000,42550.34,CDT,7.68,A,7050,A
USGS,5325000,42550.35,CDT,7.68,A,7050,A
USGS,5325000,42550.36,CDT,7.67,A,7050,A
USGS,5325000,42550.38,CDT,7.66,A,7040,A
USGS,5325000,42550.39,CDT,7.65,A,7020,A
USGS,5325000,42550.40,CDT,7.65,A,7020,A
USGS,5325000,42550.41,CDT,7.64,A,7010,A
USGS,5325000,42550.42,CDT,7.64,A,7010,A
USGS,5325000,42550.43,CDT,7.64,A,7010,A
USGS,5325000,42550.45,CDT,7.62,A,6980,A
USGS,5325000,42550.46,CDT,7.62,A,6980,A
USGS,5325000,42550.47,CDT,7.61,A,6960,A
USGS,5325000,42550.48,CDT,7.61,A,6960,A
USGS,5325000,42550.49,CDT,7.6,A,6950,A
USGS,5325000,42550.50,CDT,7.59,A,6930,A
USGS,5325000,42550.51,CDT,7.59,A,6930,A
USGS,5325000,42550.52,CDT,7.58,A,6920,A
USGS,5325000,42550.53,CDT,7.57,A,6900,A
USGS,5325000,42550.54,CDT,7.57,A,6900,A
USGS,5325000,42550.55,CDT,7.56,A,6890,A
USGS,5325000,42550.56,CDT,7.56,A,6890,A
USGS,5325000,42550.57,CDT,7.56,A,6890,A
USGS,5325000,42550.58,CDT,7.54,A,6860,A
USGS,5325000,42550.59,CDT,7.54,A,6860,A
USGS,5325000,42550.60,CDT,7.53,A,6840,A
USGS,5325000,42550.61,CDT,7.53,A,6840,A
USGS,5325000,42550.63,CDT,7.52,A,6830,A
USGS,5325000,42550.64,CDT,7.51,A,6810,A
USGS,5325000,42550.65,CDT,7.5,A,6800,A
USGS,5325000,42550.66,CDT,7.5,A,6800,A
USGS,5325000,42550.67,CDT,7.49,A,6780,A
USGS,5325000,42550.68,CDT,7.48,A,6770,A
USGS,5325000,42550.69,CDT,7.48,A,6770,A
USGS,5325000,42550.70,CDT,7.48,A,6770,A
USGS,5325000,42550.71,CDT,7.47,A,6750,A
USGS,5325000,42550.72,CDT,7.47,A,6750,A
USGS,5325000,42550.73,CDT,7.46,A,6740,A
USGS,5325000,42550.74,CDT,7.46,A,6740,A
USGS,5325000,42550.75,CDT,7.45,A,6720,A
USGS,5325000,42550.76,CDT,7.44,A,6710,A
USGS,5325000,42550.77,CDT,7.44,A,6710,A
USGS,5325000,42550.78,CDT,7.43,A,6690,A
USGS,5325000,42550.79,CDT,7.43,A,6690,A
USGS,5325000,42550.80,CDT,7.43,A,6690,A
USGS,5325000,42550.81,CDT,7.42,A,6680,A
USGS,5325000,42550.82,CDT,7.42,A,6680,A
USGS,5325000,42550.83,CDT,7.42,A,6680,A
USGS,5325000,42550.84,CDT,7.4,A,6650,A
USGS,5325000,42550.86,CDT,7.4,A,6650,A
USGS,5325000,42550.88,CDT,7.39,A,6640,A
USGS,5325000,42550.89,CDT,7.4,A,6650,A
USGS,5325000,42550.90,CDT,7.39,A,6640,A
USGS,5325000,42550.91,CDT,7.39,A,6640,A
USGS,5325000,42550.92,CDT,7.38,A,6620,A
USGS,5325000,42550.93,CDT,7.38,A,6620,A
USGS,5325000,42550.94,CDT,7.36,A,6590,A
USGS,5325000,42550.95,CDT,7.37,A,6610,A
USGS,5325000,42550.96,CDT,7.36,A,6590,A
USGS,5325000,42550.97,CDT,7.36,A,6590,A
USGS,5325000,42550.98,CDT,7.35,A,6580,A
USGS,5325000,42550.99,CDT,7.34,A,6560,A
USGS,5325000,42551.00,CDT,7.34,A,6560,A
USGS,5325000,42551.01,CDT,7.34,A,6560,A
USGS,5325000,42551.02,CDT,7.33,A,6550,A
USGS,5325000,42551.03,CDT,7.32,A,6530,A
USGS,5325000,42551.04,CDT,7.32,A,6530,A
USGS,5325000,42551.05,CDT,7.32,A,6530,A
USGS,5325000,42551.06,CDT,7.31,A,6520,A
USGS,5325000,42551.07,CDT,7.3,A,6500,A
USGS,5325000,42551.08,CDT,7.3,A,6500,A
USGS,5325000,42551.09,CDT,7.3,A,6500,A
USGS,5325000,42551.10,CDT,7.3,A,6500,A
USGS,5325000,42551.11,CDT,7.28,A,6480,A
USGS,5325000,42551.13,CDT,7.28,A,6480,A
USGS,5325000,42551.14,CDT,7.27,A,6460,A
USGS,5325000,42551.15,CDT,7.28,A,6480,A
USGS,5325000,42551.16,CDT,7.26,A,6450,A
USGS,5325000,42551.17,CDT,7.26,A,6450,A
USGS,5325000,42551.18,CDT,7.26,A,6450,A
USGS,5325000,42551.19,CDT,7.25,A,6430,A
USGS,5325000,42551.20,CDT,7.24,A,6420,A
USGS,5325000,42551.21,CDT,7.24,A,6420,A
USGS,5325000,42551.22,CDT,7.25,A,6430,A
USGS,5325000,42551.23,CDT,7.24,A,6420,A
USGS,5325000,42551.24,CDT,7.23,A,6400,A
USGS,5325000,42551.25,CDT,7.22,A,6390,A
USGS,5325000,42551.26,CDT,7.22,A,6390,A
USGS,5325000,42551.27,CDT,7.22,A,6390,A
USGS,5325000,42551.28,CDT,7.21,A,6370,A
USGS,5325000,42551.29,CDT,7.21,A,6370,A
USGS,5325000,42551.30,CDT,7.2,A,6360,A
USGS,5325000,42551.31,CDT,7.2,A,6360,A
USGS,5325000,42551.32,CDT,7.19,A,6350,A
USGS,5325000,42551.33,CDT,7.18,A,6330,A
USGS,5325000,42551.34,CDT,7.18,A,6330,A
USGS,5325000,42551.35,CDT,7.18,A,6330,A
USGS,5325000,42551.36,CDT,7.17,A,6320,A
USGS,5325000,42551.38,CDT,7.16,A,6300,A
USGS,5325000,42551.39,CDT,7.16,A,6300,A
USGS,5325000,42551.40,CDT,7.16,A,6300,A
USGS,5325000,42551.41,CDT,7.15,A,6290,A
USGS,5325000,42551.42,CDT,7.15,A,6290,A
USGS,5325000,42551.43,CDT,7.14,A,6270,A
USGS,5325000,42551.44,CDT,7.14,A,6270,A
USGS,5325000,42551.45,CDT,7.14,A,6270,A
USGS,5325000,42551.46,CDT,7.13,A,6260,A
USGS,5325000,42551.47,CDT,7.12,A,6250,A
USGS,5325000,42551.48,CDT,7.1,A,6220,A
USGS,5325000,42551.49,CDT,7.07,A,6170,A
USGS,5325000,42551.50,CDT,7.06,A,6160,A
USGS,5325000,42551.51,CDT,7.05,A,6150,A
USGS,5325000,42551.52,CDT,7.03,A,6120,A
USGS,5325000,42551.53,CDT,7.03,A,6120,A
USGS,5325000,42551.54,CDT,7.03,A,6120,A
USGS,5325000,42551.55,CDT,7.04,A,6130,A
USGS,5325000,42551.56,CDT,7.05,A,6150,A
USGS,5325000,42551.57,CDT,7.06,A,6160,A
USGS,5325000,42551.58,CDT,7.06,A,6160,A
USGS,5325000,42551.59,CDT,7.07,A,6170,A
USGS,5325000,42551.60,CDT,7.08,A,6190,A
USGS,5325000,42551.61,CDT,7.07,A,6170,A
USGS,5325000,42551.63,CDT,7.07,A,6170,A
USGS,5325000,42551.64,CDT,7.08,A,6190,A
USGS,5325000,42551.65,CDT,7.08,A,6190,A
USGS,5325000,42551.66,CDT,7.07,A,6170,A
USGS,5325000,42551.67,CDT,7.06,A,6160,A
USGS,5325000,42551.68,CDT,7.06,A,6160,A
USGS,5325000,42551.69,CDT,7.06,A,6160,A
USGS,5325000,42551.70,CDT,7.04,A,6130,A
USGS,5325000,42551.71,CDT,7.05,A,6150,A
USGS,5325000,42551.72,CDT,7.05,A,6150,A
USGS,5325000,42551.73,CDT,7.04,A,6130,A
USGS,5325000,42551.74,CDT,7.04,A,6130,A
USGS,5325000,42551.75,CDT,7.04,A,6130,A
USGS,5325000,42551.76,CDT,7.03,A,6120,A
USGS,5325000,42551.77,CDT,7.02,A,6100,A
USGS,5325000,42551.78,CDT,7.03,A,6120,A
USGS,5325000,42551.79,CDT,7.03,A,6120,A
USGS,5325000,42551.80,CDT,7.02,A,6100,A
USGS,5325000,42551.81,CDT,7.02,A,6100,A
USGS,5325000,42551.82,CDT,7.02,A,6100,A
USGS,5325000,42551.83,CDT,7.01,A,6100,A
USGS,5325000,42551.84,CDT,7,A,6090,A
USGS,5325000,42551.85,CDT,7,A,6090,A
USGS,5325000,42551.86,CDT,6.99,A,6080,A
USGS,5325000,42551.88,CDT,6.99,A,6080,A
USGS,5325000,42551.89,CDT,6.99,A,6080,A
USGS,5325000,42551.90,CDT,6.98,A,6060,A
USGS,5325000,42551.91,CDT,6.97,A,6050,A
USGS,5325000,42551.92,CDT,6.97,A,6050,A
USGS,5325000,42551.93,CDT,6.97,A,6050,A
USGS,5325000,42551.94,CDT,6.96,A,6030,A
USGS,5325000,42551.95,CDT,6.96,A,6030,A
USGS,5325000,42551.96,CDT,6.95,A,6020,A
USGS,5325000,42551.97,CDT,6.95,A,6020,A
USGS,5325000,42551.98,CDT,6.94,A,6010,A
USGS,5325000,42551.99,CDT,6.94,A,6010,A
USGS,5325000,42552.00,CDT,6.93,A,5990,A
USGS,5325000,42552.01,CDT,6.93,A,5990,A
USGS,5325000,42552.02,CDT,6.92,A,5980,A
USGS,5325000,42552.03,CDT,6.92,A,5980,A
USGS,5325000,42552.04,CDT,6.92,A,5980,A
USGS,5325000,42552.05,CDT,6.91,A,5960,A
USGS,5325000,42552.06,CDT,6.9,A,5950,A
USGS,5325000,42552.07,CDT,6.9,A,5950,A
USGS,5325000,42552.08,CDT,6.89,A,5940,A
USGS,5325000,42552.09,CDT,6.89,A,5940,A
USGS,5325000,42552.10,CDT,6.88,A,5920,A
USGS,5325000,42552.11,CDT,6.87,A,5910,A
USGS,5325000,42552.13,CDT,6.87,A,5910,A
USGS,5325000,42552.14,CDT,6.86,A,5900,A
USGS,5325000,42552.15,CDT,6.86,A,5900,A
USGS,5325000,42552.16,CDT,6.86,A,5900,A
USGS,5325000,42552.17,CDT,6.85,A,5880,A
USGS,5325000,42552.18,CDT,6.85,A,5880,A
USGS,5325000,42552.19,CDT,6.84,A,5870,A
USGS,5325000,42552.20,CDT,6.84,A,5870,A
USGS,5325000,42552.21,CDT,6.83,A,5850,A
USGS,5325000,42552.22,CDT,6.83,A,5850,A
USGS,5325000,42552.23,CDT,6.83,A,5850,A
USGS,5325000,42552.24,CDT,6.81,A,5830,A
USGS,5325000,42552.25,CDT,6.82,A,5840,A
USGS,5325000,42552.26,CDT,6.81,A,5830,A
USGS,5325000,42552.27,CDT,6.81,A,5830,A
USGS,5325000,42552.28,CDT,6.81,A,5830,A
USGS,5325000,42552.29,CDT,6.8,A,5810,A
USGS,5325000,42552.30,CDT,6.79,A,5800,A
USGS,5325000,42552.31,CDT,6.78,A,5790,A
USGS,5325000,42552.32,CDT,6.78,A,5790,A
USGS,5325000,42552.33,CDT,6.77,A,5770,A
USGS,5325000,42552.34,CDT,6.77,A,5770,A
USGS,5325000,42552.35,CDT,6.76,A,5760,A
USGS,5325000,42552.36,CDT,6.76,A,5760,A
USGS,5325000,42552.38,CDT,6.76,A,5760,A
USGS,5325000,42552.39,CDT,6.75,A,5750,A
USGS,5325000,42552.40,CDT,6.75,A,5750,A
USGS,5325000,42552.41,CDT,6.74,A,5730,A
USGS,5325000,42552.42,CDT,6.74,A,5730,A
USGS,5325000,42552.43,CDT,6.74,A,5730,A
USGS,5325000,42552.44,CDT,6.73,A,5720,A
USGS,5325000,42552.45,CDT,6.73,A,5720,A
USGS,5325000,42552.46,CDT,6.72,A,5710,A
USGS,5325000,42552.47,CDT,6.72,A,5710,A
USGS,5325000,42552.48,CDT,6.72,A,5710,A
USGS,5325000,42552.49,CDT,6.71,A,5690,A
USGS,5325000,42552.50,CDT,6.72,A,5710,A
USGS,5325000,42552.51,CDT,6.71,A,5690,A
USGS,5325000,42552.52,CDT,6.71,A,5690,A
USGS,5325000,42552.53,CDT,6.72,A,5710,A
USGS,5325000,42552.54,CDT,6.7,A,5680,A
USGS,5325000,42552.55,CDT,6.7,A,5680,A
USGS,5325000,42552.56,CDT,6.69,A,5660,A
USGS,5325000,42552.57,CDT,6.68,A,5650,A
USGS,5325000,42552.58,CDT,6.68,A,5650,A
USGS,5325000,42552.59,CDT,6.68,A,5650,A
USGS,5325000,42552.60,CDT,6.67,A,5640,A
USGS,5325000,42552.61,CDT,6.66,A,5620,A
USGS,5325000,42552.63,CDT,6.66,A,5620,A
USGS,5325000,42552.64,CDT,6.66,A,5620,A
USGS,5325000,42552.65,CDT,6.65,A,5610,A
USGS,5325000,42552.66,CDT,6.65,A,5610,A
USGS,5325000,42552.67,CDT,6.64,A,5600,A
USGS,5325000,42552.68,CDT,6.64,A,5600,A
USGS,5325000,42552.69,CDT,6.64,A,5600,A
USGS,5325000,42552.70,CDT,6.63,A,5580,A
USGS,5325000,42552.71,CDT,6.63,A,5580,A
USGS,5325000,42552.72,CDT,6.63,A,5580,A
USGS,5325000,42552.73,CDT,6.62,A,5570,A
USGS,5325000,42552.74,CDT,6.62,A,5570,A
USGS,5325000,42552.75,CDT,6.61,A,5560,A
USGS,5325000,42552.76,CDT,6.61,A,5560,A
USGS,5325000,42552.77,CDT,6.61,A,5560,A
USGS,5325000,42552.78,CDT,6.6,A,5540,A
USGS,5325000,42552.79,CDT,6.6,A,5540,A
USGS,5325000,42552.80,CDT,6.59,A,5530,A
USGS,5325000,42552.81,CDT,6.59,A,5530,A
USGS,5325000,42552.82,CDT,6.59,A,5530,A
USGS,5325000,42552.83,CDT,6.59,A,5530,A
USGS,5325000,42552.84,CDT,6.58,A,5520,A
USGS,5325000,42552.85,CDT,6.58,A,5520,A
USGS,5325000,42552.86,CDT,6.57,A,5500,A
USGS,5325000,42552.88,CDT,6.58,A,5520,A
USGS,5325000,42552.89,CDT,6.58,A,5520,A
USGS,5325000,42552.91,CDT,6.56,A,5490,A
USGS,5325000,42552.92,CDT,6.56,A,5490,A
USGS,5325000,42552.93,CDT,6.56,A,5490,A
USGS,5325000,42552.94,CDT,6.55,A,5480,A
USGS,5325000,42552.95,CDT,6.55,A,5480,A
USGS,5325000,42552.96,CDT,6.55,A,5480,A
USGS,5325000,42552.97,CDT,6.54,A,5470,A
USGS,5325000,42552.98,CDT,6.54,A,5470,A
USGS,5325000,42552.99,CDT,6.54,A,5470,A
USGS,5325000,42553.00,CDT,6.54,A,5470,A
USGS,5325000,42553.01,CDT,6.53,A,5450,A
USGS,5325000,42553.02,CDT,6.53,A,5450,A
USGS,5325000,42553.03,CDT,6.52,A,5440,A
USGS,5325000,42553.04,CDT,6.52,A,5440,A
USGS,5325000,42553.05,CDT,6.51,A,5430,A
USGS,5325000,42553.06,CDT,6.51,A,5430,A
USGS,5325000,42553.07,CDT,6.51,A,5430,A
USGS,5325000,42553.08,CDT,6.5,A,5410,A
USGS,5325000,42553.09,CDT,6.5,A,5410,A
USGS,5325000,42553.10,CDT,6.49,A,5400,A
USGS,5325000,42553.11,CDT,6.49,A,5400,A
USGS,5325000,42553.13,CDT,6.48,A,5390,A
USGS,5325000,42553.14,CDT,6.48,A,5390,A
USGS,5325000,42553.15,CDT,6.47,A,5370,A
USGS,5325000,42553.16,CDT,6.47,A,5370,A
USGS,5325000,42553.17,CDT,6.47,A,5370,A
USGS,5325000,42553.18,CDT,6.46,A,5360,A
USGS,5325000,42553.19,CDT,6.46,A,5360,A
USGS,5325000,42553.20,CDT,6.45,A,5350,A
USGS,5325000,42553.21,CDT,6.45,A,5350,A
USGS,5325000,42553.22,CDT,6.45,A,5350,A
USGS,5325000,42553.23,CDT,6.44,A,5330,A
USGS,5325000,42553.24,CDT,6.44,A,5330,A
USGS,5325000,42553.25,CDT,6.44,A,5330,A
USGS,5325000,42553.26,CDT,6.43,A,5320,A
USGS,5325000,42553.27,CDT,6.43,A,5320,A
USGS,5325000,42553.28,CDT,6.43,A,5320,A
USGS,5325000,42553.29,CDT,6.43,A,5320,A
USGS,5325000,42553.30,CDT,6.42,A,5310,A
USGS,5325000,42553.31,CDT,6.42,A,5310,A
USGS,5325000,42553.32,CDT,6.42,A,5310,A
USGS,5325000,42553.33,CDT,6.41,A,5300,A
USGS,5325000,42553.34,CDT,6.41,A,5300,A
USGS,5325000,42553.35,CDT,6.41,A,5300,A
USGS,5325000,42553.36,CDT,6.4,A,5280,A
USGS,5325000,42553.38,CDT,6.4,A,5280,A
USGS,5325000,42553.39,CDT,6.39,A,5270,A
USGS,5325000,42553.40,CDT,6.39,A,5270,A
USGS,5325000,42553.41,CDT,6.38,A,5260,A
USGS,5325000,42553.42,CDT,6.38,A,5260,A
USGS,5325000,42553.43,CDT,6.38,A,5260,A
USGS,5325000,42553.44,CDT,6.37,A,5240,A
USGS,5325000,42553.45,CDT,6.37,A,5240,A
USGS,5325000,42553.46,CDT,6.37,A,5240,A
USGS,5325000,42553.47,CDT,6.36,A,5230,A
USGS,5325000,42553.48,CDT,6.36,A,5230,A
USGS,5325000,42553.49,CDT,6.36,A,5230,A
USGS,5325000,42553.50,CDT,6.36,A,5230,A
USGS,5325000,42553.51,CDT,6.35,A,5230,A
USGS,5325000,42553.52,CDT,6.34,A,5220,A
USGS,5325000,42553.53,CDT,6.35,A,5230,A
USGS,5325000,42553.54,CDT,6.34,A,5220,A
USGS,5325000,42553.55,CDT,6.33,A,5210,A
USGS,5325000,42553.56,CDT,6.33,A,5210,A
USGS,5325000,42553.57,CDT,6.33,A,5210,A
USGS,5325000,42553.58,CDT,6.33,A,5210,A
USGS,5325000,42553.59,CDT,6.33,A,5210,A
USGS,5325000,42553.60,CDT,6.33,A,5210,A
USGS,5325000,42553.61,CDT,6.32,A,5190,A
USGS,5325000,42553.63,CDT,6.32,A,5190,A
USGS,5325000,42553.64,CDT,6.31,A,5180,A
USGS,5325000,42553.65,CDT,6.31,A,5180,A
USGS,5325000,42553.66,CDT,6.31,A,5180,A
USGS,5325000,42553.67,CDT,6.31,A,5180,A
USGS,5325000,42553.68,CDT,6.31,A,5180,A
USGS,5325000,42553.69,CDT,6.3,A,5170,A
USGS,5325000,42553.70,CDT,6.29,A,5150,A
USGS,5325000,42553.71,CDT,6.29,A,5150,A
USGS,5325000,42553.72,CDT,6.29,A,5150,A
USGS,5325000,42553.73,CDT,6.28,A,5140,A
USGS,5325000,42553.74,CDT,6.28,A,5140,A
USGS,5325000,42553.75,CDT,6.28,A,5140,A
USGS,5325000,42553.76,CDT,6.27,A,5130,A
USGS,5325000,42553.77,CDT,6.28,A,5140,A
USGS,5325000,42553.78,CDT,6.28,A,5140,A
USGS,5325000,42553.79,CDT,6.27,A,5130,A
USGS,5325000,42553.80,CDT,6.26,A,5120,A
USGS,5325000,42553.81,CDT,6.26,A,5120,A
USGS,5325000,42553.82,CDT,6.25,A,5100,A
USGS,5325000,42553.83,CDT,6.25,A,5100,A
USGS,5325000,42553.84,CDT,6.25,A,5100,A
USGS,5325000,42553.85,CDT,6.24,A,5090,A
USGS,5325000,42553.86,CDT,6.24,A,5090,A
USGS,5325000,42553.88,CDT,6.24,A,5090,A
USGS,5325000,42553.89,CDT,6.23,A,5080,A
USGS,5325000,42553.90,CDT,6.23,A,5080,A
USGS,5325000,42553.91,CDT,6.22,A,5070,A
USGS,5325000,42553.92,CDT,6.22,A,5070,A
USGS,5325000,42553.93,CDT,6.22,A,5070,A
USGS,5325000,42553.94,CDT,6.22,A,5070,A
USGS,5325000,42553.95,CDT,6.21,A,5050,A
USGS,5325000,42553.96,CDT,6.21,A,5050,A
USGS,5325000,42553.97,CDT,6.2,A,5040,A
USGS,5325000,42553.98,CDT,6.19,A,5030,A
USGS,5325000,42553.99,CDT,6.2,A,5040,A
USGS,5325000,42554.00,CDT,6.2,A,5040,A
USGS,5325000,42554.01,CDT,6.18,A,5010,A
USGS,5325000,42554.02,CDT,6.18,A,5010,A
USGS,5325000,42554.03,CDT,6.18,A,5010,A
USGS,5325000,42554.04,CDT,6.17,A,5000,A
USGS,5325000,42554.05,CDT,6.17,A,5000,A
USGS,5325000,42554.06,CDT,6.16,A,4990,A
USGS,5325000,42554.07,CDT,6.17,A,5000,A
USGS,5325000,42554.08,CDT,6.16,A,4990,A
USGS,5325000,42554.09,CDT,6.15,A,4980,A
USGS,5325000,42554.10,CDT,6.15,A,4980,A
USGS,5325000,42554.11,CDT,6.15,A,4980,A
USGS,5325000,42554.13,CDT,6.14,A,4960,A
USGS,5325000,42554.14,CDT,6.15,A,4980,A
USGS,5325000,42554.15,CDT,6.14,A,4960,A
USGS,5325000,42554.16,CDT,6.13,A,4950,A
USGS,5325000,42554.17,CDT,6.12,A,4940,A
USGS,5325000,42554.18,CDT,6.12,A,4940,A
USGS,5325000,42554.19,CDT,6.13,A,4950,A
USGS,5325000,42554.20,CDT,6.12,A,4940,A
USGS,5325000,42554.21,CDT,6.12,A,4940,A
USGS,5325000,42554.22,CDT,6.11,A,4930,A
USGS,5325000,42554.23,CDT,6.11,A,4930,A
USGS,5325000,42554.24,CDT,6.11,A,4930,A
USGS,5325000,42554.25,CDT,6.1,A,4910,A
USGS,5325000,42554.26,CDT,6.1,A,4910,A
USGS,5325000,42554.27,CDT,6.1,A,4910,A
USGS,5325000,42554.28,CDT,6.09,A,4900,A
USGS,5325000,42554.29,CDT,6.09,A,4900,A
USGS,5325000,42554.30,CDT,6.09,A,4900,A
USGS,5325000,42554.32,CDT,6.08,A,4890,A
USGS,5325000,42554.33,CDT,6.08,A,4890,A
USGS,5325000,42554.34,CDT,6.07,A,4880,A
USGS,5325000,42554.35,CDT,6.07,A,4880,A
USGS,5325000,42554.36,CDT,6.07,A,4880,A
USGS,5325000,42554.38,CDT,6.07,A,4880,A
USGS,5325000,42554.39,CDT,6.06,A,4870,A
USGS,5325000,42554.40,CDT,6.06,A,4870,A
USGS,5325000,42554.41,CDT,6.05,A,4850,A
USGS,5325000,42554.42,CDT,6.05,A,4850,A
USGS,5325000,42554.43,CDT,6.04,A,4840,A
USGS,5325000,42554.44,CDT,6.04,A,4840,A
USGS,5325000,42554.45,CDT,6.04,A,4840,A
USGS,5325000,42554.46,CDT,6.04,A,4840,A
USGS,5325000,42554.47,CDT,6.04,A,4840,A
USGS,5325000,42554.48,CDT,6.03,A,4830,A
USGS,5325000,42554.49,CDT,6.03,A,4830,A
USGS,5325000,42554.50,CDT,6.02,A,4820,A
USGS,5325000,42554.51,CDT,6.02,A,4820,A
USGS,5325000,42554.52,CDT,6.02,A,4820,A
USGS,5325000,42554.53,CDT,6.01,A,4800,A
USGS,5325000,42554.54,CDT,6.02,A,4820,A
USGS,5325000,42554.55,CDT,6.01,A,4800,A
USGS,5325000,42554.56,CDT,6,A,4790,A
USGS,5325000,42554.57,CDT,6.01,A,4800,A
USGS,5325000,42554.58,CDT,6,A,4790,A
USGS,5325000,42554.59,CDT,6,A,4790,A
USGS,5325000,42554.60,CDT,5.99,A,4780,A
USGS,5325000,42554.61,CDT,6,A,4790,A
USGS,5325000,42554.63,CDT,5.99,A,4780,A
USGS,5325000,42554.64,CDT,5.98,A,4770,A
USGS,5325000,42554.65,CDT,5.99,A,4780,A
USGS,5325000,42554.66,CDT,5.99,A,4780,A
USGS,5325000,42554.67,CDT,5.98,A,4770,A
USGS,5325000,42554.68,CDT,5.98,A,4770,A
USGS,5325000,42554.69,CDT,5.98,A,4770,A
USGS,5325000,42554.71,CDT,5.96,A,4740,A
USGS,5325000,42554.72,CDT,5.96,A,4740,A
USGS,5325000,42554.73,CDT,5.97,A,4760,A
USGS,5325000,42554.74,CDT,5.96,A,4740,A
USGS,5325000,42554.75,CDT,5.96,A,4740,A
USGS,5325000,42554.76,CDT,5.96,A,4740,A
USGS,5325000,42554.77,CDT,5.96,A,4740,A
USGS,5325000,42554.78,CDT,5.95,A,4730,A
USGS,5325000,42554.79,CDT,5.94,A,4720,A
USGS,5325000,42554.80,CDT,5.94,A,4720,A
USGS,5325000,42554.81,CDT,5.93,A,4710,A
USGS,5325000,42554.82,CDT,5.92,A,4690,A
USGS,5325000,42554.83,CDT,5.92,A,4690,A
USGS,5325000,42554.84,CDT,5.92,A,4690,A
USGS,5325000,42554.85,CDT,5.92,A,4690,A
USGS,5325000,42554.86,CDT,5.92,A,4690,A
USGS,5325000,42554.88,CDT,5.92,A,4690,A
USGS,5325000,42554.89,CDT,5.92,A,4690,A
USGS,5325000,42554.90,CDT,5.92,A,4690,A
USGS,5325000,42554.91,CDT,5.92,A,4690,A
USGS,5325000,42554.92,CDT,5.91,A,4680,A
USGS,5325000,42554.93,CDT,5.91,A,4680,A
USGS,5325000,42554.94,CDT,5.92,A,4690,A
USGS,5325000,42554.95,CDT,5.91,A,4680,A
USGS,5325000,42554.96,CDT,5.91,A,4680,A
USGS,5325000,42554.97,CDT,5.91,A,4680,A
USGS,5325000,42554.98,CDT,5.9,A,4670,A
USGS,5325000,42554.99,CDT,5.91,A,4680,A
USGS,5325000,42555.00,CDT,5.91,A,4680,A
USGS,5325000,42555.01,CDT,5.89,A,4660,A
USGS,5325000,42555.02,CDT,5.89,A,4660,A
USGS,5325000,42555.03,CDT,5.89,A,4660,A
USGS,5325000,42555.04,CDT,5.89,A,4660,A
USGS,5325000,42555.05,CDT,5.89,A,4660,A
USGS,5325000,42555.06,CDT,5.88,A,4650,A
USGS,5325000,42555.07,CDT,5.88,A,4650,A
USGS,5325000,42555.08,CDT,5.87,A,4630,A
USGS,5325000,42555.09,CDT,5.87,A,4630,A
USGS,5325000,42555.10,CDT,5.86,A,4620,A
USGS,5325000,42555.11,CDT,5.86,A,4620,A
USGS,5325000,42555.13,CDT,5.86,A,4620,A
USGS,5325000,42555.14,CDT,5.86,A,4620,A
USGS,5325000,42555.15,CDT,5.85,A,4610,A
USGS,5325000,42555.16,CDT,5.85,A,4610,A
USGS,5325000,42555.17,CDT,5.84,A,4600,A
USGS,5325000,42555.18,CDT,5.83,A,4590,A
USGS,5325000,42555.19,CDT,5.83,A,4590,A
USGS,5325000,42555.20,CDT,5.83,A,4590,A
USGS,5325000,42555.21,CDT,5.82,A,4570,A
USGS,5325000,42555.22,CDT,5.82,A,4570,A
USGS,5325000,42555.23,CDT,5.82,A,4570,A
USGS,5325000,42555.24,CDT,5.81,A,4560,A
USGS,5325000,42555.25,CDT,5.81,A,4560,A
USGS,5325000,42555.26,CDT,5.8,A,4550,A
USGS,5325000,42555.27,CDT,5.81,A,4560,A
USGS,5325000,42555.28,CDT,5.8,A,4550,A
USGS,5325000,42555.29,CDT,5.8,A,4550,A
USGS,5325000,42555.30,CDT,5.8,A,4550,A
USGS,5325000,42555.31,CDT,5.79,A,4540,A
USGS,5325000,42555.32,CDT,5.79,A,4540,A
USGS,5325000,42555.33,CDT,5.79,A,4540,A
USGS,5325000,42555.34,CDT,5.78,A,4530,A
USGS,5325000,42555.35,CDT,5.78,A,4530,A
USGS,5325000,42555.36,CDT,5.78,A,4530,A
USGS,5325000,42555.38,CDT,5.78,A,4530,A
USGS,5325000,42555.39,CDT,5.77,A,4510,A
USGS,5325000,42555.40,CDT,5.77,A,4510,A
USGS,5325000,42555.41,CDT,5.76,A,4500,A
USGS,5325000,42555.42,CDT,5.76,A,4500,A
USGS,5325000,42555.43,CDT,5.76,A,4500,A
USGS,5325000,42555.44,CDT,5.75,A,4490,A
USGS,5325000,42555.45,CDT,5.75,A,4490,A
USGS,5325000,42555.46,CDT,5.76,A,4500,A
USGS,5325000,42555.47,CDT,5.75,A,4490,A
