agency_cd,site_no,datetime,tz_cd,gage_height,approval_gage,discharge,approval_discharge
USGS,5325000,42445.00,CDT,9.17,A,10500,A
USGS,5325000,42445.01,CDT,9.17,A,10500,A
USGS,5325000,42445.02,CDT,9.17,A,10500,A
USGS,5325000,42445.03,CDT,9.17,A,10500,A
USGS,5325000,42445.04,CDT,9.17,A,10500,A
USGS,5325000,42445.05,CDT,9.19,A,10500,A
USGS,5325000,42445.06,CDT,9.19,A,10500,A
USGS,5325000,42445.07,CDT,9.2,A,10500,A
USGS,5325000,42445.08,CDT,9.18,A,10500,A
USGS,5325000,42445.09,CDT,9.19,A,10500,A
USGS,5325000,42445.10,CDT,9.19,A,10500,A
USGS,5325000,42445.11,CDT,9.19,A,10500,A
USGS,5325000,42445.13,CDT,9.19,A,10500,A
USGS,5325000,42445.14,CDT,9.2,A,10500,A
USGS,5325000,42445.15,CDT,9.19,A,10500,A
USGS,5325000,42445.16,CDT,9.2,A,10500,A
USGS,5325000,42445.17,CDT,9.2,A,10500,A
USGS,5325000,42445.18,CDT,9.19,A,10500,A
USGS,5325000,42445.19,CDT,9.21,A,10600,A
USGS,5325000,42445.20,CDT,9.2,A,10500,A
USGS,5325000,42445.21,CDT,9.19,A,10500,A
USGS,5325000,42445.22,CDT,9.2,A,10500,A
USGS,5325000,42445.23,CDT,9.19,A,10500,A
USGS,5325000,42445.24,CDT,9.18,A,10500,A
USGS,5325000,42445.25,CDT,9.2,A,10500,A
USGS,5325000,42445.26,CDT,9.18,A,10500,A
USGS,5325000,42445.27,CDT,9.19,A,10500,A
USGS,5325000,42445.28,CDT,9.22,A,10600,A
USGS,5325000,42445.29,CDT,9.2,A,10500,A
USGS,5325000,42445.30,CDT,9.2,A,10500,A
USGS,5325000,42445.31,CDT,9.21,A,10600,A
USGS,5325000,42445.32,CDT,9.2,A,10500,A
USGS,5325000,42445.33,CDT,9.2,A,10500,A
USGS,5325000,42445.34,CDT,9.21,A,10600,A
USGS,5325000,42445.35,CDT,9.19,A,10500,A
USGS,5325000,42445.36,CDT,9.21,A,10600,A
USGS,5325000,42445.38,CDT,9.2,A,10500,A
USGS,5325000,42445.39,CDT,9.22,A,10600,A
USGS,5325000,42445.40,CDT,9.2,A,10500,A
USGS,5325000,42445.41,CDT,9.19,A,10500,A
USGS,5325000,42445.42,CDT,9.22,A,10600,A
USGS,5325000,42445.43,CDT,9.2,A,10500,A
USGS,5325000,42445.44,CDT,9.19,A,10500,A
USGS,5325000,42445.45,CDT,9.2,A,10500,A
USGS,5325000,42445.46,CDT,9.21,A,10600,A
USGS,5325000,42445.47,CDT,9.22,A,10600,A
USGS,5325000,42445.48,CDT,9.24,A,10600,A
USGS,5325000,42445.49,CDT,9.23,A,10600,A
USGS,5325000,42445.50,CDT,9.23,A,10600,A
USGS,5325000,42445.51,CDT,9.24,A,10600,A
USGS,5325000,42445.52,CDT,9.25,A,10600,A
USGS,5325000,42445.53,CDT,9.25,A,10600,A
USGS,5325000,42445.54,CDT,9.25,A,10600,A
USGS,5325000,42445.55,CDT,9.25,A,10600,A
USGS,5325000,42445.56,CDT,9.24,A,10600,A
USGS,5325000,42445.57,CDT,9.26,A,10600,A
USGS,5325000,42445.58,CDT,9.24,A,10600,A
USGS,5325000,42445.59,CDT,9.24,A,10600,A
USGS,5325000,42445.60,CDT,9.23,A,10600,A
USGS,5325000,42445.61,CDT,9.22,A,10600,A
USGS,5325000,42445.63,CDT,9.22,A,10600,A
USGS,5325000,42445.64,CDT,9.23,A,10600,A
USGS,5325000,42445.65,CDT,9.23,A,10600,A
USGS,5325000,42445.66,CDT,9.23,A,10600,A
USGS,5325000,42445.67,CDT,9.24,A,10600,A
USGS,5325000,42445.68,CDT,9.24,A,10600,A
USGS,5325000,42445.69,CDT,9.23,A,10600,A
USGS,5325000,42445.70,CDT,9.23,A,10600,A
USGS,5325000,42445.71,CDT,9.24,A,10600,A
USGS,5325000,42445.72,CDT,9.23,A,10600,A
USGS,5325000,42445.73,CDT,9.24,A,10600,A
USGS,5325000,42445.74,CDT,9.23,A,10600,A
USGS,5325000,42445.75,CDT,9.23,A,10600,A
USGS,5325000,42445.76,CDT,9.23,A,10600,A
USGS,5325000,42445.77,CDT,9.23,A,10600,A
USGS,5325000,42445.78,CDT,9.22,A,10600,A
USGS,5325000,42445.80,CDT,9.21,A,10600,A
USGS,5325000,42445.81,CDT,9.21,A,10600,A
USGS,5325000,42445.82,CDT,9.21,A,10600,A
USGS,5325000,42445.83,CDT,9.2,A,10500,A
USGS,5325000,42445.84,CDT,9.21,A,10600,A
USGS,5325000,42445.85,CDT,9.2,A,10500,A
USGS,5325000,42445.86,CDT,9.21,A,10600,A
USGS,5325000,42445.88,CDT,9.2,A,10500,A
USGS,5325000,42445.89,CDT,9.2,A,10500,A
USGS,5325000,42445.90,CDT,9.19,A,10500,A
USGS,5325000,42445.91,CDT,9.2,A,10500,A
USGS,5325000,42445.92,CDT,9.2,A,10500,A
USGS,5325000,42445.93,CDT,9.2,A,10500,A
USGS,5325000,42445.94,CDT,9.2,A,10500,A
USGS,5325000,42445.95,CDT,9.19,A,10500,A
USGS,5325000,42445.96,CDT,9.2,A,10500,A
USGS,5325000,42445.97,CDT,9.19,A,10500,A
USGS,5325000,42445.98,CDT,9.19,A,10500,A
USGS,5325000,42445.99,CDT,9.2,A,10500,A
USGS,5325000,42446.00,CDT,9.19,A,10500,A
USGS,5325000,42446.01,CDT,9.19,A,10500,A
USGS,5325000,42446.02,CDT,9.19,A,10500,A
USGS,5325000,42446.03,CDT,9.19,A,10500,A
USGS,5325000,42446.04,CDT,9.2,A,10500,A
USGS,5325000,42446.05,CDT,9.2,A,10500,A
USGS,5325000,42446.06,CDT,9.19,A,10500,A
USGS,5325000,42446.07,CDT,9.19,A,10500,A
USGS,5325000,42446.08,CDT,9.2,A,10500,A
USGS,5325000,42446.10,CDT,9.18,A,10500,A
USGS,5325000,42446.11,CDT,9.19,A,10500,A
USGS,5325000,42446.13,CDT,9.19,A,10500,A
USGS,5325000,42446.14,CDT,9.19,A,10500,A
USGS,5325000,42446.15,CDT,9.18,A,10500,A
USGS,5325000,42446.16,CDT,9.19,A,10500,A
USGS,5325000,42446.17,CDT,9.18,A,10500,A
USGS,5325000,42446.19,CDT,9.18,A,10500,A
USGS,5325000,42446.20,CDT,9.15,A,10500,A
USGS,5325000,42446.21,CDT,9.17,A,10500,A
USGS,5325000,42446.23,CDT,9.16,A,10500,A
USGS,5325000,42446.24,CDT,9.16,A,10500,A
USGS,5325000,42446.25,CDT,9.16,A,10500,A
USGS,5325000,42446.26,CDT,9.16,A,10500,A
USGS,5325000,42446.28,CDT,9.16,A,10500,A
USGS,5325000,42446.29,CDT,9.16,A,10500,A
USGS,5325000,42446.30,CDT,9.16,A,10500,A
USGS,5325000,42446.31,CDT,9.15,A,10500,A
USGS,5325000,42446.32,CDT,9.16,A,10500,A
USGS,5325000,42446.33,CDT,9.15,A,10500,A
USGS,5325000,42446.34,CDT,9.15,A,10500,A
USGS,5325000,42446.35,CDT,9.14,A,10400,A
USGS,5325000,42446.36,CDT,9.15,A,10500,A
USGS,5325000,42446.38,CDT,9.15,A,10500,A
USGS,5325000,42446.39,CDT,9.15,A,10500,A
USGS,5325000,42446.40,CDT,9.15,A,10500,A
USGS,5325000,42446.41,CDT,9.15,A,10500,A
USGS,5325000,42446.42,CDT,9.15,A,10500,A
USGS,5325000,42446.43,CDT,9.16,A,10500,A
USGS,5325000,42446.44,CDT,9.15,A,10500,A
USGS,5325000,42446.45,CDT,9.14,A,10400,A
USGS,5325000,42446.46,CDT,9.15,A,10500,A
USGS,5325000,42446.47,CDT,9.16,A,10500,A
USGS,5325000,42446.48,CDT,9.15,A,10500,A
USGS,5325000,42446.49,CDT,9.16,A,10500,A
USGS,5325000,42446.50,CDT,9.14,A,10400,A
USGS,5325000,42446.51,CDT,9.17,A,10500,A
USGS,5325000,42446.52,CDT,9.15,A,10500,A
USGS,5325000,42446.53,CDT,9.15,A,10500,A
USGS,5325000,42446.54,CDT,9.15,A,10500,A
USGS,5325000,42446.55,CDT,9.14,A,10400,A
USGS,5325000,42446.56,CDT,9.15,A,10500,A
USGS,5325000,42446.57,CDT,9.14,A,10400,A
USGS,5325000,42446.58,CDT,9.14,A,10400,A
USGS,5325000,42446.59,CDT,9.14,A,10400,A
USGS,5325000,42446.60,CDT,9.14,A,10400,A
USGS,5325000,42446.61,CDT,9.14,A,10400,A
USGS,5325000,42446.63,CDT,9.13,A,10400,A
USGS,5325000,42446.64,CDT,9.13,A,10400,A
USGS,5325000,42446.65,CDT,9.12,A,10400,A
USGS,5325000,42446.66,CDT,9.12,A,10400,A
USGS,5325000,42446.67,CDT,9.12,A,10400,A
USGS,5325000,42446.68,CDT,9.12,A,10400,A
USGS,5325000,42446.69,CDT,9.1,A,10400,A
USGS,5325000,42446.70,CDT,9.11,A,10400,A
USGS,5325000,42446.71,CDT,9.11,A,10400,A
USGS,5325000,42446.72,CDT,9.11,A,10400,A
USGS,5325000,42446.73,CDT,9.11,A,10400,A
USGS,5325000,42446.74,CDT,9.1,A,10400,A
USGS,5325000,42446.75,CDT,9.1,A,10400,A
USGS,5325000,42446.76,CDT,9.09,A,10300,A
USGS,5325000,42446.77,CDT,9.1,A,10400,A
USGS,5325000,42446.78,CDT,9.09,A,10300,A
USGS,5325000,42446.79,CDT,9.08,A,10300,A
USGS,5325000,42446.80,CDT,9.1,A,10400,A
USGS,5325000,42446.81,CDT,9.08,A,10300,A
USGS,5325000,42446.82,CDT,9.07,A,10300,A
USGS,5325000,42446.83,CDT,9.07,A,10300,A
USGS,5325000,42446.84,CDT,9.07,A,10300,A
USGS,5325000,42446.85,CDT,9.07,A,10300,A
USGS,5325000,42446.86,CDT,9.07,A,10300,A
USGS,5325000,42446.88,CDT,9.07,A,10300,A
USGS,5325000,42446.89,CDT,9.06,A,10300,A
USGS,5325000,42446.90,CDT,9.06,A,10300,A
USGS,5325000,42446.91,CDT,9.05,A,10300,A
USGS,5325000,42446.92,CDT,9.05,A,10300,A
USGS,5325000,42446.93,CDT,9.04,A,10200,A
USGS,5325000,42446.94,CDT,9.04,A,10200,A
USGS,5325000,42446.95,CDT,9.04,A,10200,A
USGS,5325000,42446.96,CDT,9.03,A,10200,A
USGS,5325000,42446.97,CDT,9.03,A,10200,A
USGS,5325000,42446.98,CDT,9.03,A,10200,A
USGS,5325000,42446.99,CDT,9.02,A,10200,A
USGS,5325000,42447.00,CDT,9.03,A,10200,A
USGS,5325000,42447.01,CDT,9.02,A,10200,A
USGS,5325000,42447.02,CDT,9.03,A,10200,A
USGS,5325000,42447.03,CDT,9.03,A,10200,A
USGS,5325000,42447.04,CDT,9.01,A,10200,A
USGS,5325000,42447.05,CDT,9.01,A,10200,A
USGS,5325000,42447.06,CDT,9.01,A,10200,A
USGS,5325000,42447.07,CDT,9.01,A,10200,A
USGS,5325000,42447.08,CDT,9,A,10200,A
USGS,5325000,42447.09,CDT,9,A,10200,A
USGS,5325000,42447.10,CDT,8.99,A,10200,A
USGS,5325000,42447.11,CDT,9,A,10200,A
USGS,5325000,42447.13,CDT,8.99,A,10200,A
USGS,5325000,42447.14,CDT,8.98,A,10200,A
USGS,5325000,42447.15,CDT,8.98,A,10200,A
USGS,5325000,42447.16,CDT,8.97,A,10100,A
USGS,5325000,42447.17,CDT,8.99,A,10200,A
USGS,5325000,42447.18,CDT,8.98,A,10200,A
USGS,5325000,42447.19,CDT,8.97,A,10100,A
USGS,5325000,42447.20,CDT,8.96,A,10100,A
USGS,5325000,42447.21,CDT,8.97,A,10100,A
USGS,5325000,42447.22,CDT,8.97,A,10100,A
USGS,5325000,42447.23,CDT,8.97,A,10100,A
USGS,5325000,42447.24,CDT,8.96,A,10100,A
USGS,5325000,42447.25,CDT,8.96,A,10100,A
USGS,5325000,42447.26,CDT,8.96,A,10100,A
USGS,5325000,42447.27,CDT,8.96,A,10100,A
USGS,5325000,42447.28,CDT,8.95,A,10100,A
USGS,5325000,42447.29,CDT,8.96,A,10100,A
USGS,5325000,42447.30,CDT,8.95,A,10100,A
USGS,5325000,42447.31,CDT,8.95,A,10100,A
USGS,5325000,42447.32,CDT,8.95,A,10100,A
USGS,5325000,42447.33,CDT,8.95,A,10100,A
USGS,5325000,42447.34,CDT,8.95,A,10100,A
USGS,5325000,42447.35,CDT,8.95,A,10100,A
USGS,5325000,42447.36,CDT,8.94,A,10100,A
USGS,5325000,42447.38,CDT,8.94,A,10100,A
USGS,5325000,42447.39,CDT,8.93,A,10100,A
USGS,5325000,42447.40,CDT,8.93,A,10100,A
USGS,5325000,42447.41,CDT,8.92,A,10000,A
USGS,5325000,42447.42,CDT,8.92,A,10000,A
USGS,5325000,42447.43,CDT,8.92,A,10000,A
USGS,5325000,42447.44,CDT,8.92,A,10000,A
USGS,5325000,42447.45,CDT,8.91,A,10000,A
USGS,5325000,42447.46,CDT,8.92,A,10000,A
USGS,5325000,42447.47,CDT,8.91,A,10000,A
USGS,5325000,42447.48,CDT,8.91,A,10000,A
USGS,5325000,42447.49,CDT,8.91,A,10000,A
USGS,5325000,42447.50,CDT,8.91,A,10000,A
USGS,5325000,42447.51,CDT,8.9,A,10000,A
USGS,5325000,42447.52,CDT,8.9,A,10000,A
USGS,5325000,42447.53,CDT,8.9,A,10000,A
USGS,5325000,42447.54,CDT,8.9,A,10000,A
USGS,5325000,42447.55,CDT,8.89,A,9990,A
USGS,5325000,42447.56,CDT,8.89,A,9990,A
USGS,5325000,42447.57,CDT,8.88,A,9990,A
USGS,5325000,42447.58,CDT,8.87,A,9970,A
USGS,5325000,42447.59,CDT,8.87,A,9970,A
USGS,5325000,42447.60,CDT,8.87,A,9970,A
USGS,5325000,42447.61,CDT,8.86,A,9950,A
USGS,5325000,42447.63,CDT,8.86,A,9950,A
USGS,5325000,42447.64,CDT,8.87,A,9970,A
USGS,5325000,42447.65,CDT,8.88,A,9990,A
USGS,5325000,42447.66,CDT,8.87,A,9970,A
USGS,5325000,42447.67,CDT,8.87,A,9970,A
USGS,5325000,42447.68,CDT,8.88,A,9990,A
USGS,5325000,42447.69,CDT,8.87,A,9970,A
USGS,5325000,42447.70,CDT,8.87,A,9970,A
USGS,5325000,42447.71,CDT,8.88,A,9990,A
USGS,5325000,42447.72,CDT,8.87,A,9970,A
USGS,5325000,42447.73,CDT,8.87,A,9970,A
USGS,5325000,42447.74,CDT,8.86,A,9950,A
USGS,5325000,42447.75,CDT,8.86,A,9950,A
USGS,5325000,42447.76,CDT,8.86,A,9950,A
USGS,5325000,42447.77,CDT,8.87,A,9970,A
USGS,5325000,42447.78,CDT,8.87,A,9970,A
USGS,5325000,42447.79,CDT,8.86,A,9950,A
USGS,5325000,42447.80,CDT,8.86,A,9950,A
USGS,5325000,42447.81,CDT,8.87,A,9970,A
USGS,5325000,42447.82,CDT,8.85,A,9930,A
USGS,5325000,42447.83,CDT,8.85,A,9930,A
USGS,5325000,42447.84,CDT,8.84,A,9910,A
USGS,5325000,42447.85,CDT,8.85,A,9930,A
USGS,5325000,42447.86,CDT,8.84,A,9910,A
USGS,5325000,42447.88,CDT,8.84,A,9910,A
USGS,5325000,42447.89,CDT,8.84,A,9910,A
USGS,5325000,42447.90,CDT,8.84,A,9910,A
USGS,5325000,42447.91,CDT,8.84,A,9910,A
USGS,5325000,42447.92,CDT,8.83,A,9890,A
USGS,5325000,42447.93,CDT,8.83,A,9890,A
USGS,5325000,42447.94,CDT,8.83,A,9890,A
USGS,5325000,42447.95,CDT,8.82,A,9880,A
USGS,5325000,42447.96,CDT,8.82,A,9880,A
USGS,5325000,42447.97,CDT,8.82,A,9880,A
USGS,5325000,42447.98,CDT,8.82,A,9880,A
USGS,5325000,42447.99,CDT,8.81,A,9860,A
USGS,5325000,42448.00,CDT,8.81,A,9860,A
USGS,5325000,42448.01,CDT,8.81,A,9860,A
USGS,5325000,42448.02,CDT,8.81,A,9860,A
USGS,5325000,42448.03,CDT,8.81,A,9860,A
USGS,5325000,42448.04,CDT,8.8,A,9840,A
USGS,5325000,42448.05,CDT,8.8,A,9840,A
USGS,5325000,42448.06,CDT,8.8,A,9840,A
USGS,5325000,42448.07,CDT,8.79,A,9820,A
USGS,5325000,42448.08,CDT,8.8,A,9840,A
USGS,5325000,42448.09,CDT,8.8,A,9840,A
USGS,5325000,42448.10,CDT,8.79,A,9820,A
USGS,5325000,42448.11,CDT,8.8,A,9840,A
USGS,5325000,42448.13,CDT,8.8,A,9840,A
USGS,5325000,42448.14,CDT,8.79,A,9820,A
USGS,5325000,42448.15,CDT,8.8,A,9840,A
USGS,5325000,42448.16,CDT,8.79,A,9820,A
USGS,5325000,42448.17,CDT,8.79,A,9820,A
USGS,5325000,42448.18,CDT,8.79,A,9820,A
USGS,5325000,42448.19,CDT,8.79,A,9820,A
USGS,5325000,42448.20,CDT,8.78,A,9800,A
USGS,5325000,42448.21,CDT,8.78,A,9800,A
USGS,5325000,42448.22,CDT,8.77,A,9780,A
USGS,5325000,42448.23,CDT,8.77,A,9780,A
USGS,5325000,42448.24,CDT,8.76,A,9770,A
USGS,5325000,42448.25,CDT,8.77,A,9780,A
USGS,5325000,42448.26,CDT,8.76,A,9770,A
USGS,5325000,42448.27,CDT,8.76,A,9770,A
USGS,5325000,42448.28,CDT,8.76,A,9770,A
USGS,5325000,42448.29,CDT,8.76,A,9770,A
USGS,5325000,42448.30,CDT,8.75,A,9770,A
USGS,5325000,42448.31,CDT,8.75,A,9770,A
USGS,5325000,42448.32,CDT,8.75,A,9770,A
USGS,5325000,42448.33,CDT,8.75,A,9770,A
USGS,5325000,42448.34,CDT,8.74,A,9750,A
USGS,5325000,42448.35,CDT,8.74,A,9750,A
USGS,5325000,42448.36,CDT,8.74,A,9750,A
USGS,5325000,42448.38,CDT,8.74,A,9750,A
USGS,5325000,42448.39,CDT,8.74,A,9750,A
USGS,5325000,42448.40,CDT,8.74,A,9750,A
USGS,5325000,42448.41,CDT,8.73,A,9730,A
USGS,5325000,42448.42,CDT,8.74,A,9750,A
USGS,5325000,42448.43,CDT,8.74,A,9750,A
USGS,5325000,42448.44,CDT,8.73,A,9730,A
USGS,5325000,42448.45,CDT,8.72,A,9710,A
USGS,5325000,42448.46,CDT,8.72,A,9710,A
USGS,5325000,42448.47,CDT,8.73,A,9730,A
USGS,5325000,42448.48,CDT,8.72,A,9710,A
USGS,5325000,42448.49,CDT,8.73,A,9730,A
USGS,5325000,42448.50,CDT,8.72,A,9710,A
USGS,5325000,42448.51,CDT,8.72,A,9710,A
USGS,5325000,42448.52,CDT,8.72,A,9710,A
USGS,5325000,42448.53,CDT,8.71,A,9690,A
USGS,5325000,42448.55,CDT,8.7,A,9670,A
USGS,5325000,42448.56,CDT,8.71,A,9690,A
USGS,5325000,42448.57,CDT,8.7,A,9670,A
USGS,5325000,42448.58,CDT,8.7,A,9670,A
USGS,5325000,42448.59,CDT,8.71,A,9690,A
USGS,5325000,42448.60,CDT,8.7,A,9670,A
USGS,5325000,42448.61,CDT,8.69,A,9660,A
USGS,5325000,42448.63,CDT,8.7,A,9670,A
USGS,5325000,42448.64,CDT,8.69,A,9660,A
USGS,5325000,42448.65,CDT,8.68,A,9640,A
USGS,5325000,42448.66,CDT,8.69,A,9660,A
USGS,5325000,42448.67,CDT,8.69,A,9660,A
USGS,5325000,42448.68,CDT,8.69,A,9660,A
USGS,5325000,42448.69,CDT,8.69,A,9660,A
USGS,5325000,42448.70,CDT,8.69,A,9660,A
USGS,5325000,42448.71,CDT,8.69,A,9660,A
USGS,5325000,42448.72,CDT,8.68,A,9640,A
USGS,5325000,42448.73,CDT,8.68,A,9640,A
USGS,5325000,42448.74,CDT,8.68,A,9640,A
USGS,5325000,42448.75,CDT,8.69,A,9660,A
USGS,5325000,42448.77,CDT,8.68,A,9640,A
USGS,5325000,42448.78,CDT,8.67,A,9620,A
USGS,5325000,42448.79,CDT,8.67,A,9620,A
USGS,5325000,42448.80,CDT,8.66,A,9600,A
USGS,5325000,42448.81,CDT,8.65,A,9580,A
USGS,5325000,42448.82,CDT,8.66,A,9600,A
USGS,5325000,42448.83,CDT,8.66,A,9600,A
USGS,5325000,42448.84,CDT,8.66,A,9600,A
USGS,5325000,42448.85,CDT,8.66,A,9600,A
USGS,5325000,42448.86,CDT,8.66,A,9600,A
USGS,5325000,42448.88,CDT,8.65,A,9580,A
USGS,5325000,42448.89,CDT,8.64,A,9570,A
USGS,5325000,42448.90,CDT,8.63,A,9550,A
USGS,5325000,42448.91,CDT,8.63,A,9550,A
USGS,5325000,42448.92,CDT,8.63,A,9550,A
USGS,5325000,42448.93,CDT,8.62,A,9550,A
USGS,5325000,42448.94,CDT,8.6,A,9510,A
USGS,5325000,42448.95,CDT,8.61,A,9530,A
USGS,5325000,42448.96,CDT,8.61,A,9530,A
USGS,5325000,42448.97,CDT,8.6,A,9510,A
USGS,5325000,42448.98,CDT,8.6,A,9510,A
USGS,5325000,42448.99,CDT,8.61,A,9530,A
USGS,5325000,42449.00,CDT,8.6,A,9510,A
USGS,5325000,42449.01,CDT,8.59,A,9490,A
USGS,5325000,42449.02,CDT,8.59,A,9490,A
USGS,5325000,42449.03,CDT,8.58,A,9480,A
USGS,5325000,42449.04,CDT,8.58,A,9480,A
USGS,5325000,42449.05,CDT,8.58,A,9480,A
USGS,5325000,42449.06,CDT,8.57,A,9460,A
USGS,5325000,42449.07,CDT,8.57,A,9460,A
USGS,5325000,42449.08,CDT,8.56,A,9440,A
USGS,5325000,42449.09,CDT,8.57,A,9460,A
USGS,5325000,42449.10,CDT,8.56,A,9440,A
USGS,5325000,42449.11,CDT,8.56,A,9440,A
USGS,5325000,42449.13,CDT,8.56,A,9440,A
USGS,5325000,42449.14,CDT,8.56,A,9440,A
USGS,5325000,42449.15,CDT,8.56,A,9440,A
USGS,5325000,42449.16,CDT,8.55,A,9420,A
USGS,5325000,42449.17,CDT,8.56,A,9440,A
USGS,5325000,42449.18,CDT,8.54,A,9400,A
USGS,5325000,42449.19,CDT,8.55,A,9420,A
USGS,5325000,42449.20,CDT,8.54,A,9400,A
USGS,5325000,42449.21,CDT,8.55,A,9420,A
USGS,5325000,42449.22,CDT,8.53,A,9390,A
USGS,5325000,42449.23,CDT,8.53,A,9390,A
USGS,5325000,42449.24,CDT,8.54,A,9400,A
USGS,5325000,42449.25,CDT,8.53,A,9390,A
USGS,5325000,42449.26,CDT,8.53,A,9390,A
USGS,5325000,42449.27,CDT,8.53,A,9390,A
USGS,5325000,42449.28,CDT,8.53,A,9390,A
USGS,5325000,42449.29,CDT,8.52,A,9370,A
USGS,5325000,42449.30,CDT,8.53,A,9390,A
USGS,5325000,42449.31,CDT,8.52,A,9370,A
USGS,5325000,42449.32,CDT,8.51,A,9350,A
USGS,5325000,42449.33,CDT,8.52,A,9370,A
USGS,5325000,42449.34,CDT,8.52,A,9370,A
USGS,5325000,42449.35,CDT,8.51,A,9350,A
USGS,5325000,42449.36,CDT,8.51,A,9350,A
USGS,5325000,42449.38,CDT,8.51,A,9350,A
USGS,5325000,42449.39,CDT,8.5,A,9330,A
USGS,5325000,42449.40,CDT,8.51,A,9350,A
USGS,5325000,42449.41,CDT,8.5,A,9330,A
USGS,5325000,42449.42,CDT,8.5,A,9330,A
USGS,5325000,42449.43,CDT,8.5,A,9330,A
USGS,5325000,42449.44,CDT,8.5,A,9330,A
USGS,5325000,42449.45,CDT,8.5,A,9330,A
USGS,5325000,42449.46,CDT,8.5,A,9330,A
USGS,5325000,42449.47,CDT,8.5,A,9330,A
USGS,5325000,42449.48,CDT,8.49,A,9330,A
USGS,5325000,42449.49,CDT,8.49,A,9330,A
USGS,5325000,42449.50,CDT,8.49,A,9330,A
USGS,5325000,42449.51,CDT,8.48,A,9310,A
USGS,5325000,42449.52,CDT,8.48,A,9310,A
USGS,5325000,42449.53,CDT,8.47,A,9300,A
USGS,5325000,42449.55,CDT,8.47,A,9300,A
USGS,5325000,42449.56,CDT,8.47,A,9300,A
USGS,5325000,42449.57,CDT,8.45,A,9260,A
USGS,5325000,42449.58,CDT,8.45,A,9260,A
USGS,5325000,42449.59,CDT,8.46,A,9280,A
USGS,5325000,42449.60,CDT,8.46,A,9280,A
USGS,5325000,42449.61,CDT,8.45,A,9260,A
USGS,5325000,42449.63,CDT,8.46,A,9280,A
USGS,5325000,42449.64,CDT,8.46,A,9280,A
USGS,5325000,42449.65,CDT,8.46,A,9280,A
USGS,5325000,42449.66,CDT,8.46,A,9280,A
USGS,5325000,42449.67,CDT,8.45,A,9260,A
USGS,5325000,42449.68,CDT,8.45,A,9260,A
USGS,5325000,42449.69,CDT,8.44,A,9240,A
USGS,5325000,42449.71,CDT,8.45,A,9260,A
USGS,5325000,42449.72,CDT,8.44,A,9240,A
USGS,5325000,42449.73,CDT,8.44,A,9240,A
USGS,5325000,42449.74,CDT,8.45,A,9260,A
USGS,5325000,42449.75,CDT,8.45,A,9260,A
USGS,5325000,42449.76,CDT,8.44,A,9240,A
USGS,5325000,42449.77,CDT,8.43,A,9230,A
USGS,5325000,42449.78,CDT,8.44,A,9240,A
USGS,5325000,42449.79,CDT,8.43,A,9230,A
USGS,5325000,42449.80,CDT,8.42,A,9210,A
USGS,5325000,42449.81,CDT,8.42,A,9210,A
USGS,5325000,42449.82,CDT,8.42,A,9210,A
USGS,5325000,42449.83,CDT,8.41,A,9190,A
USGS,5325000,42449.84,CDT,8.41,A,9190,A
USGS,5325000,42449.85,CDT,8.41,A,9190,A
USGS,5325000,42449.86,CDT,8.41,A,9190,A
USGS,5325000,42449.88,CDT,8.4,A,9170,A
USGS,5325000,42449.90,CDT,8.4,A,9170,A
USGS,5325000,42449.91,CDT,8.39,A,9160,A
USGS,5325000,42449.92,CDT,8.4,A,9170,A
USGS,5325000,42449.93,CDT,8.39,A,9160,A
USGS,5325000,42449.94,CDT,8.4,A,9170,A
USGS,5325000,42449.95,CDT,8.39,A,9160,A
USGS,5325000,42449.96,CDT,8.38,A,9140,A
USGS,5325000,42449.97,CDT,8.38,A,9140,A
USGS,5325000,42449.98,CDT,8.38,A,9140,A
USGS,5325000,42449.99,CDT,8.38,A,9140,A
USGS,5325000,42450.00,CDT,8.36,A,9100,A
USGS,5325000,42450.01,CDT,8.37,A,9120,A
USGS,5325000,42450.02,CDT,8.36,A,9100,A
USGS,5325000,42450.03,CDT,8.36,A,9100,A
USGS,5325000,42450.04,CDT,8.36,A,9100,A
USGS,5325000,42450.05,CDT,8.36,A,9100,A
USGS,5325000,42450.06,CDT,8.35,A,9100,A
USGS,5325000,42450.07,CDT,8.34,A,9080,A
USGS,5325000,42450.08,CDT,8.34,A,9080,A
USGS,5325000,42450.09,CDT,8.34,A,9080,A
USGS,5325000,42450.10,CDT,8.34,A,9080,A
USGS,5325000,42450.11,CDT,8.34,A,9080,A
USGS,5325000,42450.13,CDT,8.33,A,9070,A
USGS,5325000,42450.14,CDT,8.33,A,9070,A
USGS,5325000,42450.15,CDT,8.33,A,9070,A
USGS,5325000,42450.16,CDT,8.33,A,9070,A
USGS,5325000,42450.17,CDT,8.33,A,9070,A
USGS,5325000,42450.18,CDT,8.33,A,9070,A
USGS,5325000,42450.19,CDT,8.33,A,9070,A
USGS,5325000,42450.20,CDT,8.32,A,9050,A
USGS,5325000,42450.21,CDT,8.32,A,9050,A
USGS,5325000,42450.22,CDT,8.32,A,9050,A
USGS,5325000,42450.23,CDT,8.31,A,9030,A
USGS,5325000,42450.24,CDT,8.31,A,9030,A
USGS,5325000,42450.25,CDT,8.32,A,9050,A
USGS,5325000,42450.26,CDT,8.31,A,9030,A
USGS,5325000,42450.27,CDT,8.31,A,9030,A
USGS,5325000,42450.28,CDT,8.31,A,9030,A
