DateTime,SSC,Percent_Fines,Q,dQdT,SAC,SCB,logSSC,logSAC,logSCB
42459.62,268,78.0,11490.37446,,0.7910291279602023,80.77089038484357,2.428134794028789,-0.10180752424002838,1.9072548703902175
42460.56,312,80.0,12596.61063,0.012835897682837664,0.8425670888031047,81.63063064458385,2.494154594018443,-0.0743955086916663,1.911853151692423
42493.66,381,81.0,16083.4845,0.001222794767497522,0.7847186221271547,82.21751376146695,2.5809249756756194,-0.10528604104299136,1.914964339678565
42516.37,174,79.5,9118.661758,-0.0035066846420925644,0.5037057581322908,78.42303324198643,2.2405492482826,-0.2978230844593697,1.894443635908348
42523.64,247,77.0,14692.22057,0.009200768627088454,0.5550195939808397,79.45511116406436,2.392696953259666,-0.2556916846114715,1.9001218396044683
42537.39,1390,93.0,15824.35805,0.0009366571357656997,1.6886578564870498,85.65920207315526,3.143014800254095,0.22754166491032665,1.9327740245686098
42543.39,343,71.0,20628.0711,0.009266421778549382,0.45561461173154894,79.72913713809034,2.5352941200427703,-0.34140235638260874,1.9016170640031305
42550.72,240,90.0,9422.276207,-0.018491746373284004,0.5005275809633275,77.32913713809035,2.380211241711606,-0.30057198625629306,1.888343164215852
42577.49,210,74.0,21317.05294,0.005100739560226092,0.4117292790113808,78.85043583938902,2.322219294733919,-0.3853882482297527,1.8968040981990817
42592.71,67,92.0,4089.037698,-0.013285102963312544,0.38068765413050104,74.42205921601241,1.8260748027008264,-0.41943120731996064,1.87170168253285
42641.51,147,55.0,37969.69995,0.008004161291564777,0.5002158980337187,83.27511116406436,2.167317334748176,-0.30084250948956964,1.9205152211039231
42642.49,180,46.0,38276.54195,0.003554415188758985,0.4440301975976744,81.68063064458383,2.255272505103306,-0.35258749338971307,1.9121190822180003
42843.81,234,88.5,11575.9506,-0.0015373836997868207,0.6334719345575587,79.9592670082202,2.369215857410143,-0.19827262140687732,1.9028688042586814
42845.95,330,86.0,12885.44193,0.007556036386927023,0.7442506239937716,80.42686441081759,2.5185139398778875,-0.12828079256039362,1.9054011372637178
42857.86,406,83.0,16784.75626,0.0037620847640613317,0.9101890160528016,82.76465661860982,2.6085260335771943,-0.040868409761773666,1.9178449175528265
42859.63,411,77.0,18408.52091,0.009442084130463864,0.8125167979795533,82.58881246276565,2.6138418218760693,-0.09016765164826908,1.9169212214759201
42873.67,627,93.0,14425.67126,-0.003292307835376741,0.881885313322157,81.86705921601241,2.7972675408307164,-0.054587889958742024,1.9131091901795083
42876.9,538,86.0,19034.18486,0.017723075503116966,0.9369820535103515,83.27270856666175,2.7307822756663893,-0.028268727293721426,1.9205026909513705
42948.75,81,90.0,2839.373913,-0.0026035585244025172,0.40676941941627526,73.40998129393448,1.9084850188786497,-0.39065170441689123,1.865755113406119
42965.92,570,94.0,5956.474238,0.0021213263851978786,0.7796058708546042,80.1466696056228,2.7558748556724915,-0.10812489906934895,1.903885480502375
42969.61,615,96.0,11246.42818,0.015356122739741936,0.7173381925001776,80.06686441081759,2.788875115775417,-0.14427604585421477,1.9034528209419899
