DateTime,SSC,Percent_Fines,Q,dQdT,SAC,SCB,logSSC,logSAC,logSCB
42460.45,305,75,12187.84,,1.265677043237168,89.71504224443572,2.484299839346786,0.10232290296965017,1.952865265965598
42462.71,332,67,13374.31,0.0068291545793617865,1.3218359592658455,90.57282002221349,2.5211380837040362,0.12117756225547845,1.956997889891594
42493.48,360,77,16415.96,0.0011359727633943125,1.2130098258817752,90.00079982019328,2.5563025007672873,0.08386431884592269,1.9542463689499139
42523.5,246,75,13655.26,-0.0010650552916739962,0.9109215195700727,87.43610285049631,2.3909351071033793,-0.040519038049888066,1.9416907922600037
42530.73,173,79,9249.85,-0.007274118765975153,0.7264317188642231,82.81276951716298,2.2380461031287955,-0.13880520106880298,1.9180973090463502
42535.46,188,77,7658.37,-0.0036922976982880435,0.6535379041666449,81.64675941615289,2.27415784926368,-0.18472921895867292,1.9119389521392884
42537.59,565,79,15901.34,0.04757352771429232,1.2243857254006134,88.74484022423368,2.7520484478194387,0.08791825769768938,1.9481431118422228
42542.65,332,72,21106.89,0.012043834462781426,0.9118775725981229,87.9669109313044,2.5211380837040362,-0.040063465524811326,1.9443193414416946
42549.39,189,79,8921.19,-0.02017957715574559,0.7291863997219094,82.89867860807206,2.2764618041732443,-0.13716144010045267,1.9185476080195567
42584.5,128,85,7057.14,-0.000616337736084251,0.7161192733461497,81.73473921413269,2.1072099696478683,-0.14501463768924835,1.9124066812860419
42635.78,1620,82,23326.72,0.0036914176521478507,1.989315881178579,88.98822406261752,3.2095150145426308,0.29870374972094504,1.94933253964496
42636.56,930,77,27655.43,0.05056431641902625,1.6520493236422427,93.31696143635489,2.9684829485539352,0.21802300948913178,1.969960588963244
42641.37,344,59,33161.07,0.012764718293042007,0.9854404446422339,89.0307493151428,2.53655844257153,-0.006369617295035959,1.9495400285717202
42842.89,195,80,9793.17,-0.0013454361692076316,0.8700378910221803,85.50256749696096,2.290034611362518,-0.06046183300953464,1.9319791560500528
42845.88,204,76,10609.88,0.003151325029710913,0.9439212347748558,85.62297153736502,2.3096301674258988,-0.025064243763176126,1.9325902959099515
42856.99,296,79,14039.07,0.003606651689742069,1.2592934960419186,89.92312305251653,2.4712917110589387,0.10012696033558877,1.9538713816427085
42857.78,344,69,15901.34,0.021744313670543185,1.301399130301529,90.54428466867815,2.53655844257153,0.11441051216779767,1.9568610420030057
42859.71,352,71,18614.12,0.015721886083872306,1.3129899788738346,91.49059779999126,2.546542663478131,0.11826141143875248,1.961376465286235
42876.83,418,76,19138.06,0.00035660783551690056,1.3863825694265761,90.82074931514275,2.621176281775035,0.14188308948554762,1.958185080719421
42878.69,365,71,23949.59,0.027925953011097175,1.2542379147838905,90.92660790100138,2.5622928644564746,0.0983799250731556,1.9586909896427032
42948.71,83,91,2701.82,-0.0035131482418113147,0.5655519620015683,74.29564830504175,1.919078092376074,-0.24752748662921212,1.870963376715421
42966.81,781,90,7315.8,0.00296612152536707,1.3560449450964323,87.62918365857712,2.8926510338773004,0.13227408413568134,1.9426487658843945
