DateTime,SSC,Percent_Fines,Q,dQdT,SAC,SCB,logSSC,logSAC,logSCB
42459.83,386.0,71.0,11858.17,,1.2672101471091408,90.83160810686304,2.586587304671755,0.10284864184632055,1.9582370031210545
42462.61,287.0,70.0,13331.18,0.005700326615275069,1.3212794572498572,94.27864514390006,2.4578818967339924,0.12099468279681166,1.9744133327538997
42493.59,366.0,68.0,16351.01,0.0011275060886889465,1.3139471591817466,95.24568218093708,2.5634810853944106,0.11857790027914952,1.9788452967098928
42500.57,222.0,76.0,11858.17,-0.007429522033046262,0.8075912558620777,89.6704969957519,2.346352974450639,-0.0928083919961142,1.952649576828358
42515.72,137.5,79.0,7677.941,-0.003224139460302451,0.545847463627567,83.7856821809371,2.1383026981662816,-0.26292870337605706,1.9231698100255066
42523.35,241.0,75.0,12929.38,0.00761224844788923,0.7113463302701236,87.46642292167785,2.3820170425748683,-0.1479189046082062,1.9418413657257536
42537.47,520.0,80.0,14661.15,0.0014311758439645864,1.2204049487597295,93.25549699575191,2.716003343634799,0.08650396004434945,1.9696744409585798
42542.55,306.0,69.0,19181.53,0.010456871345029237,0.6972275674915892,89.03642292167784,2.48572142648158,-0.15662544977089835,1.949567703701061
42549.51,176.0,85.0,7757.973,-0.018892654666454973,0.5235076907037766,83.15401551427041,2.24551266781415,-0.28107693384057675,1.9198832261782928
42635.76,1191.0,93.8,23827.04,0.0021623493870520636,1.5905535153953307,84.334571069826,3.0759117614827773,0.2015482858607959,1.9260056404267187
42636.45,1150.0,75.0,27204.27,0.03960027203545841,1.3759844440507,81.84105255130747,3.060697840353612,0.13861352408762465,1.9129712061670225
42640.67,503.0,64.0,32435.3,0.01510147462989907,1.033341669861324,92.9054969957519,2.7015679850559273,0.014243942817997582,1.9680414109182365
42842.03,145.0,90.7,8652.509171,-0.0013628719108614447,0.6031593395907107,83.89012662538155,2.161368002234975,-0.21956794297809798,1.923710849929558
42845.69,139.0,87.0,9874.876858,0.004673070212595143,0.7404588611348147,85.9532747735297,2.143014800254095,-0.13049906527031926,1.9342624277244123
42856.84,308.0,77.0,13395.07432,0.0037018120636549763,1.0814669549837572,88.45105255130747,2.4885507165004443,0.03401325379132556,1.9467030053011962
42857.7,364.0,73.0,15345.74585,0.022709689973921948,1.147631042611089,89.76605255130747,2.561101383649056,0.05980228709257685,1.9531121275686687
42859.79,351.0,70.0,17669.53013,0.01342258067870036,1.070117389037254,91.20975625501117,2.545307116465824,0.029431421250396866,1.9600412951386923
42876.74,446.0,78.0,18443.49908,0.0005270045873027669,1.2123893446307639,91.98383032908525,2.649334858712142,0.08364211081304007,1.9637114902146455
42948.59,66.0,93.0,2753.720055,-0.0025223670754920217,0.5077961612993263,77.11642292167784,1.8195439355418688,-0.29431058651235886,1.8871468764263342
42966.59,833.0,90.0,6843.24955,0.002629584294624486,1.1110374420796587,87.50345995871487,2.9206450014067875,0.04572869495759745,1.9420252257225334
