DateTime,SSC,Percent_Fines,Q,dQdT,SAC,SCB,logSSC,logSAC,logSCB
42451.65,47,92,27500.0,,0.8160266222512607,76.72436294089529,1.6720978579357175,-0.08829567248606872,1.8849332910771095
42461.58,130,90,29466.64729,0.0022768762301041516,0.7731344533470689,79.03772359663301,2.113943352306837,-0.11174497274532622,1.8978344234361288
42492.64,124,89,36264.49641,0.0025378223895557964,0.6306149472691206,79.73460884253466,2.093421685162235,-0.20023573951966378,1.901646868032041
42502.62,119,89,27923.67527,-0.009654521540543262,0.5770930025793692,78.10796949827234,2.0755469613925306,-0.23875419160641514,1.892695347994401
42522.54,212,93,25592.38214,-0.0013493528608934811,0.6049730530623073,79.40796949827235,2.326335860928751,-0.2182639694251805,1.8998640910346083
42537.63,297,94,26848.68114,0.0009691249788825771,0.6153989878408859,79.56796949827236,2.4727564493172123,-0.21084322238085734,1.9007382754049587
42544.61,225,83,32747.23959,0.009754052559080184,0.567352824932957,79.49227277696087,2.3521825181113627,-0.24614677837988108,1.900324914147924
42558.55,51,96,12673.59794,-0.016598236498911845,0.44794159020782975,74.35866621958381,1.7075701760979363,-0.34877861257381526,1.8713315911769204
42576.49,161,87,46627.44235,0.021835508433211165,0.48802005349807265,79.32198589171497,2.2068258760318495,-0.3115623317993023,1.8993935785919787
42597.69,259,94,33264.75201,-0.007361873032155983,0.5595649773743335,78.63989572778056,2.413299764081252,-0.2521494753972444,1.8956429289736272
42846.72,86,89,33022.30516,-1.1269412506667516e-05,0.6552822233808351,78.17682195728874,1.9344984512435677,-0.18357161350628767,1.8930780115238768
42858.65,107,83,43069.36751,0.009692809546687652,0.6648493219623627,79.085223596633,2.0293837776852097,-0.17727676981729923,1.898095346836269
42877.66,199,85,44194.81131,0.0006855623292861516,0.6789493220783873,79.78665802286253,2.298853076409707,-0.16816264098178108,1.9019302744147804
42933.79,44,94,11826.19073,-0.006689296046100037,0.568783600599561,75.80608425237072,1.6434526764861874,-0.2450529338531685,1.8797040638271658
42948.66,13,96,8725.225554,-0.0023935843931296177,0.503813026813804,73.11182195728874,1.1139433523068367,-0.2977306073813552,1.8639876067212031
42964.83,26,93,13934.94857,0.0037669398501242214,0.5790319553564668,76.99083835073137,1.414973347970818,-0.23729746796163748,1.8864390486731548
42968.8,111,96,23791.78247,0.028529847000798855,0.5234473047685612,79.88022359663302,2.0453229787866576,-0.28112703203694833,1.9024392718552496
42970.65,333,95,26385.68928,0.015058091315453387,0.6702971026271523,82.88477277696089,2.5224442335063197,-0.17373265784894024,1.918474751221347
43024.86,104,71,49100.02991,0.004867682755023406,0.663397803182038,81.89792851466581,2.0170333392987803,-0.17822597096471002,1.91327291707144
