agency_cd,site_no,datetime,tz_cd,discharge,approval_discharge,gage_height,approval_gage
USGS,5331000,42522.20,CDT,25900,A,5.2,A
USGS,5331000,42522.21,CDT,25800,A,5.18,A
USGS,5331000,42522.22,CDT,25900,A,5.2,A
USGS,5331000,42522.23,CDT,26200,A,5.2,A
USGS,5331000,42522.24,CDT,26700,A,5.21,A
USGS,5331000,42522.25,CDT,26400,A,5.2,A
USGS,5331000,42522.26,CDT,26500,A,5.22,A
USGS,5331000,42522.27,CDT,26600,A,5.19,A
USGS,5331000,42522.28,CDT,26200,A,5.17,A
USGS,5331000,42522.29,CDT,26400,A,5.2,A
USGS,5331000,42522.30,CDT,25900,A,5.17,A
USGS,5331000,42522.31,CDT,26300,A,5.2,A
USGS,5331000,42522.32,CDT,25900,A,5.18,A
USGS,5331000,42522.33,CDT,25800,A,5.2,A
USGS,5331000,42522.34,CDT,25500,A,5.2,A
USGS,5331000,42522.35,CDT,24700,A,5.13,A
USGS,5331000,42522.36,CDT,25900,A,5.19,A
USGS,5331000,42522.38,CDT,26200,A,5.17,A
USGS,5331000,42522.39,CDT,25700,A,5.21,A
USGS,5331000,42522.40,CDT,25700,A,5.19,A
USGS,5331000,42522.41,CDT,26200,A,5.19,A
USGS,5331000,42522.42,CDT,26600,A,5.19,A
USGS,5331000,42522.43,CDT,27000,A,5.2,A
USGS,5331000,42522.44,CDT,27300,A,5.2,A
USGS,5331000,42522.45,CDT,27700,A,5.18,A
USGS,5331000,42522.46,CDT,25700,A,5.21,A
USGS,5331000,42522.47,CDT,26200,A,5.2,A
USGS,5331000,42522.48,CDT,25700,A,5.18,A
USGS,5331000,42522.49,CDT,25900,A,5.21,A
USGS,5331000,42522.50,CDT,27000,A,5.16,A
USGS,5331000,42522.51,CDT,26100,A,5.19,A
USGS,5331000,42522.52,CDT,25800,A,5.16,A
USGS,5331000,42522.53,CDT,25600,A,5.19,A
USGS,5331000,42522.54,CDT,25800,A,5.18,A
USGS,5331000,42522.55,CDT,24900,A,5.18,A
USGS,5331000,42522.56,CDT,26700,A,5.18,A
USGS,5331000,42522.57,CDT,26000,A,5.16,A
USGS,5331000,42522.58,CDT,25600,A,5.15,A
USGS,5331000,42522.59,CDT,26000,A,5.18,A
USGS,5331000,42522.60,CDT,25500,A,5.15,A
USGS,5331000,42522.61,CDT,25800,A,5.18,A
USGS,5331000,42522.63,CDT,26400,A,5.16,A
USGS,5331000,42522.64,CDT,25500,A,5.16,A
USGS,5331000,42522.65,CDT,25700,A,5.16,A
USGS,5331000,42522.66,CDT,26100,A,5.16,A
USGS,5331000,42522.67,CDT,26100,A,5.18,A
USGS,5331000,42522.68,CDT,26400,A,5.15,A
USGS,5331000,42522.69,CDT,26000,A,5.16,A
USGS,5331000,42522.70,CDT,25800,A,5.14,A
USGS,5331000,42522.71,CDT,26000,A,5.13,A
USGS,5331000,42522.72,CDT,26000,A,5.16,A
USGS,5331000,42522.73,CDT,26100,A,5.14,A
USGS,5331000,42522.74,CDT,25800,A,5.13,A
USGS,5331000,42522.75,CDT,25900,A,5.13,A
USGS,5331000,42522.76,CDT,25800,A,5.13,A
USGS,5331000,42522.77,CDT,26100,A,5.12,A
USGS,5331000,42522.78,CDT,25900,A,5.13,A
USGS,5331000,42522.79,CDT,26500,A,5.13,A
USGS,5331000,42522.80,CDT,25700,A,5.13,A
USGS,5331000,42522.81,CDT,26000,A,5.14,A
USGS,5331000,42522.82,CDT,26000,A,5.14,A
USGS,5331000,42522.83,CDT,26100,A,5.13,A
USGS,5331000,42522.84,CDT,25900,A,5.12,A
USGS,5331000,42522.85,CDT,25600,A,5.12,A
USGS,5331000,42522.86,CDT,25900,A,5.14,A
USGS,5331000,42522.88,CDT,25900,A,5.12,A
USGS,5331000,42522.89,CDT,25700,A,5.13,A
USGS,5331000,42522.90,CDT,25300,A,5.13,A
USGS,5331000,42522.91,CDT,25800,A,5.15,A
USGS,5331000,42522.92,CDT,24900,A,5.14,A
USGS,5331000,42522.93,CDT,25500,A,5.13,A
USGS,5331000,42522.94,CDT,25000,A,5.12,A
USGS,5331000,42522.95,CDT,25700,A,5.14,A
USGS,5331000,42522.96,CDT,26100,A,5.13,A
USGS,5331000,42522.97,CDT,25900,A,5.16,A
USGS,5331000,42522.98,CDT,26000,A,5.14,A
USGS,5331000,42522.99,CDT,25800,A,5.14,A
USGS,5331000,42523.00,CDT,25400,A,5.14,A
USGS,5331000,42523.01,CDT,25900,A,5.13,A
USGS,5331000,42523.02,CDT,25900,A,5.15,A
USGS,5331000,42523.03,CDT,25300,A,5.14,A
USGS,5331000,42523.04,CDT,26000,A,5.15,A
USGS,5331000,42523.05,CDT,25400,A,5.14,A
USGS,5331000,42523.06,CDT,25200,A,5.17,A
USGS,5331000,42523.07,CDT,25400,A,5.14,A
USGS,5331000,42523.08,CDT,25400,A,5.14,A
USGS,5331000,42523.09,CDT,25700,A,5.13,A
USGS,5331000,42523.10,CDT,25300,A,5.12,A
USGS,5331000,42523.11,CDT,24800,A,5.13,A
USGS,5331000,42523.13,CDT,25000,A,5.13,A
USGS,5331000,42523.14,CDT,25300,A,5.13,A
USGS,5331000,42523.15,CDT,25400,A,5.13,A
USGS,5331000,42523.16,CDT,25600,A,5.12,A
USGS,5331000,42523.17,CDT,26100,A,5.13,A
USGS,5331000,42523.18,CDT,26100,A,5.14,A
USGS,5331000,42523.19,CDT,25700,A,5.13,A
USGS,5331000,42523.20,CDT,26000,A,5.13,A
USGS,5331000,42523.21,CDT,25900,A,5.12,A
USGS,5331000,42523.22,CDT,26500,A,5.12,A
USGS,5331000,42523.23,CDT,25700,A,5.11,A
USGS,5331000,42523.24,CDT,26000,A,5.12,A
USGS,5331000,42523.25,CDT,25900,A,5.13,A
USGS,5331000,42523.26,CDT,25400,A,5.14,A
USGS,5331000,42523.27,CDT,25800,A,5.13,A
USGS,5331000,42523.28,CDT,25300,A,5.15,A
USGS,5331000,42523.29,CDT,25800,A,5.14,A
USGS,5331000,42523.30,CDT,25800,A,5.12,A
USGS,5331000,42523.31,CDT,25300,A,5.14,A
USGS,5331000,42523.32,CDT,25800,A,5.12,A
USGS,5331000,42523.33,CDT,25400,A,5.12,A
USGS,5331000,42523.34,CDT,26100,A,5.11,A
USGS,5331000,42523.35,CDT,25900,A,5.12,A
USGS,5331000,42523.36,CDT,25400,A,5.11,A
USGS,5331000,42523.38,CDT,25300,A,5.13,A
USGS,5331000,42523.39,CDT,24600,A,5.1,A
USGS,5331000,42523.40,CDT,24900,A,5.08,A
USGS,5331000,42523.41,CDT,24800,A,5.08,A
USGS,5331000,42523.42,CDT,25200,A,5.09,A
USGS,5331000,42523.43,CDT,25600,A,5.11,A
USGS,5331000,42523.44,CDT,25100,A,5.08,A
USGS,5331000,42523.45,CDT,25500,A,5.09,A
USGS,5331000,42523.46,CDT,26700,A,5.09,A
USGS,5331000,42523.47,CDT,25400,A,5.08,A
USGS,5331000,42523.48,CDT,24600,A,5.07,A
USGS,5331000,42523.49,CDT,25700,A,5.09,A
USGS,5331000,42523.50,CDT,24800,A,5.11,A
USGS,5331000,42523.51,CDT,25100,A,5.08,A
USGS,5331000,42523.52,CDT,25000,A,5.07,A
USGS,5331000,42523.53,CDT,26600,A,5.09,A
USGS,5331000,42523.54,CDT,25800,A,5.08,A
USGS,5331000,42523.55,CDT,24900,A,5.08,A
USGS,5331000,42523.56,CDT,25400,A,5.08,A
USGS,5331000,42523.57,CDT,25200,A,5.09,A
USGS,5331000,42523.58,CDT,25400,A,5.09,A
USGS,5331000,42523.59,CDT,26600,A,5.04,A
USGS,5331000,42523.60,CDT,25900,A,5.09,A
USGS,5331000,42523.61,CDT,25900,A,5.07,A
USGS,5331000,42523.63,CDT,25500,A,5.1,A
USGS,5331000,42523.64,CDT,25200,A,5.09,A
USGS,5331000,42523.65,CDT,25500,A,5.1,A
USGS,5331000,42523.66,CDT,25100,A,5.08,A
USGS,5331000,42523.67,CDT,26100,A,5.09,A
USGS,5331000,42523.68,CDT,25400,A,5.09,A
USGS,5331000,42523.69,CDT,25200,A,5.11,A
USGS,5331000,42523.70,CDT,25200,A,5.08,A
USGS,5331000,42523.71,CDT,25700,A,5.09,A
USGS,5331000,42523.72,CDT,25000,A,5.12,A
USGS,5331000,42523.73,CDT,25500,A,5.11,A
USGS,5331000,42523.74,CDT,25200,A,5.1,A
USGS,5331000,42523.75,CDT,25700,A,5.1,A
USGS,5331000,42523.76,CDT,25900,A,5.12,A
USGS,5331000,42523.77,CDT,24800,A,5.11,A
USGS,5331000,42523.78,CDT,25000,A,5.11,A
USGS,5331000,42523.79,CDT,25100,A,5.1,A
USGS,5331000,42523.80,CDT,25700,A,5.12,A
USGS,5331000,42523.81,CDT,25400,A,5.13,A
USGS,5331000,42523.82,CDT,25400,A,5.14,A
USGS,5331000,42523.83,CDT,26000,A,5.12,A
USGS,5331000,42523.84,CDT,25100,A,5.14,A
USGS,5331000,42523.85,CDT,25900,A,5.13,A
USGS,5331000,42523.86,CDT,25700,A,5.13,A
USGS,5331000,42523.88,CDT,25100,A,5.14,A
USGS,5331000,42523.89,CDT,25200,A,5.14,A
USGS,5331000,42523.90,CDT,25800,A,5.16,A
USGS,5331000,42523.91,CDT,25900,A,5.14,A
USGS,5331000,42523.92,CDT,25300,A,5.14,A
USGS,5331000,42523.93,CDT,25900,A,5.16,A
USGS,5331000,42523.94,CDT,25500,A,5.16,A
USGS,5331000,42523.95,CDT,25500,A,5.17,A
USGS,5331000,42523.96,CDT,25500,A,5.14,A
USGS,5331000,42523.97,CDT,25700,A,5.14,A
USGS,5331000,42523.98,CDT,26200,A,5.18,A
USGS,5331000,42523.99,CDT,26300,A,5.14,A
USGS,5331000,42524.00,CDT,26400,A,5.16,A
USGS,5331000,42524.01,CDT,26300,A,5.17,A
USGS,5331000,42524.02,CDT,26100,A,5.18,A
USGS,5331000,42524.03,CDT,26200,A,5.17,A
USGS,5331000,42524.04,CDT,26500,A,5.16,A
USGS,5331000,42524.05,CDT,26300,A,5.18,A
USGS,5331000,42524.06,CDT,27200,A,5.21,A
USGS,5331000,42524.07,CDT,26300,A,5.19,A
USGS,5331000,42524.08,CDT,26400,A,5.18,A
USGS,5331000,42524.09,CDT,25600,A,5.17,A
USGS,5331000,42524.10,CDT,25900,A,5.17,A
USGS,5331000,42524.11,CDT,26000,A,5.17,A
USGS,5331000,42524.13,CDT,26400,A,5.18,A
USGS,5331000,42524.14,CDT,26200,A,5.17,A
USGS,5331000,42524.15,CDT,26300,A,5.19,A
USGS,5331000,42524.16,CDT,26200,A,5.18,A
USGS,5331000,42524.17,CDT,26300,A,5.18,A
USGS,5331000,42524.18,CDT,26300,A,5.19,A
USGS,5331000,42524.19,CDT,26200,A,5.2,A
USGS,5331000,42524.20,CDT,26000,A,5.19,A
USGS,5331000,42524.21,CDT,26500,A,5.19,A
USGS,5331000,42524.22,CDT,26200,A,5.18,A
USGS,5331000,42524.23,CDT,26000,A,5.19,A
USGS,5331000,42524.24,CDT,26200,A,5.19,A
USGS,5331000,42524.25,CDT,26200,A,5.2,A
USGS,5331000,42524.26,CDT,25900,A,5.18,A
USGS,5331000,42524.27,CDT,25800,A,5.19,A
USGS,5331000,42524.28,CDT,26100,A,5.2,A
USGS,5331000,42524.29,CDT,26200,A,5.19,A
USGS,5331000,42524.30,CDT,25700,A,5.19,A
USGS,5331000,42524.31,CDT,25800,A,5.21,A
USGS,5331000,42524.32,CDT,26000,A,5.18,A
USGS,5331000,42524.33,CDT,26500,A,5.2,A
USGS,5331000,42524.34,CDT,26300,A,5.21,A
USGS,5331000,42524.35,CDT,26100,A,5.21,A
USGS,5331000,42524.36,CDT,26200,A,5.23,A
USGS,5331000,42524.38,CDT,26400,A,5.21,A
USGS,5331000,42524.39,CDT,26100,A,5.22,A
USGS,5331000,42524.40,CDT,25400,A,5.26,A
USGS,5331000,42524.41,CDT,25600,A,5.22,A
USGS,5331000,42524.42,CDT,25800,A,5.25,A
USGS,5331000,42524.43,CDT,25300,A,5.26,A
USGS,5331000,42524.44,CDT,26900,A,5.24,A
USGS,5331000,42524.45,CDT,25800,A,5.24,A
USGS,5331000,42524.46,CDT,25800,A,5.24,A
USGS,5331000,42524.47,CDT,25600,A,5.23,A
USGS,5331000,42524.48,CDT,25600,A,5.24,A
USGS,5331000,42524.49,CDT,25700,A,5.23,A
USGS,5331000,42524.50,CDT,25800,A,5.22,A
USGS,5331000,42524.51,CDT,25700,A,5.24,A
USGS,5331000,42524.52,CDT,25700,A,5.26,A
USGS,5331000,42524.53,CDT,26000,A,5.23,A
USGS,5331000,42524.54,CDT,26100,A,5.25,A
USGS,5331000,42524.55,CDT,26100,A,5.24,A
USGS,5331000,42524.56,CDT,26300,A,5.23,A
USGS,5331000,42524.57,CDT,26100,A,5.25,A
USGS,5331000,42524.58,CDT,25900,A,5.28,A
USGS,5331000,42524.59,CDT,26200,A,5.29,A
USGS,5331000,42524.60,CDT,26000,A,5.29,A
USGS,5331000,42524.61,CDT,25900,A,5.31,A
USGS,5331000,42524.63,CDT,26000,A,5.29,A
USGS,5331000,42524.64,CDT,26400,A,5.3,A
USGS,5331000,42524.65,CDT,26300,A,5.33,A
USGS,5331000,42524.66,CDT,26100,A,5.33,A
USGS,5331000,42524.67,CDT,25300,A,5.31,A
USGS,5331000,42524.68,CDT,25900,A,5.31,A
USGS,5331000,42524.69,CDT,26200,A,5.32,A
USGS,5331000,42524.70,CDT,25800,A,5.35,A
USGS,5331000,42524.71,CDT,25400,A,5.33,A
USGS,5331000,42524.72,CDT,25400,A,5.37,A
USGS,5331000,42524.73,CDT,26000,A,5.35,A
USGS,5331000,42524.74,CDT,26300,A,5.35,A
USGS,5331000,42524.75,CDT,25500,A,5.36,A
USGS,5331000,42524.76,CDT,25800,A,5.36,A
USGS,5331000,42524.77,CDT,25600,A,5.38,A
USGS,5331000,42524.78,CDT,25700,A,5.37,A
USGS,5331000,42524.79,CDT,26200,A,5.37,A
USGS,5331000,42524.80,CDT,26100,A,5.38,A
USGS,5331000,42524.81,CDT,25300,A,5.38,A
USGS,5331000,42524.82,CDT,26000,A,5.34,A
USGS,5331000,42524.83,CDT,26000,A,5.35,A
USGS,5331000,42524.84,CDT,25500,A,5.34,A
USGS,5331000,42524.85,CDT,25800,A,5.31,A
USGS,5331000,42524.86,CDT,26100,A,5.32,A
USGS,5331000,42524.88,CDT,26500,A,5.33,A
USGS,5331000,42524.89,CDT,26000,A,5.32,A
USGS,5331000,42524.90,CDT,26000,A,5.3,A
USGS,5331000,42524.91,CDT,25900,A,5.32,A
USGS,5331000,42524.92,CDT,26200,A,5.31,A
USGS,5331000,42524.93,CDT,25600,A,5.33,A
USGS,5331000,42524.94,CDT,26100,A,5.33,A
USGS,5331000,42524.95,CDT,25700,A,5.31,A
USGS,5331000,42524.96,CDT,26300,A,5.31,A
USGS,5331000,42524.97,CDT,26300,A,5.31,A
USGS,5331000,42524.98,CDT,26200,A,5.3,A
USGS,5331000,42524.99,CDT,25900,A,5.3,A
USGS,5331000,42525.00,CDT,25600,A,5.33,A
USGS,5331000,42525.01,CDT,25700,A,5.28,A
USGS,5331000,42525.02,CDT,25800,A,5.3,A
USGS,5331000,42525.03,CDT,25400,A,5.3,A
USGS,5331000,42525.04,CDT,25600,A,5.29,A
USGS,5331000,42525.05,CDT,26100,A,5.27,A
USGS,5331000,42525.06,CDT,26000,A,5.27,A
USGS,5331000,42525.07,CDT,25700,A,5.29,A
USGS,5331000,42525.08,CDT,25600,A,5.27,A
USGS,5331000,42525.09,CDT,25900,A,5.28,A
USGS,5331000,42525.10,CDT,25600,A,5.27,A
USGS,5331000,42525.11,CDT,25900,A,5.27,A
USGS,5331000,42525.13,CDT,24900,A,5.27,A
USGS,5331000,42525.14,CDT,25800,A,5.25,A
USGS,5331000,42525.15,CDT,25900,A,5.26,A
USGS,5331000,42525.16,CDT,26400,A,5.25,A
USGS,5331000,42525.17,CDT,25900,A,5.27,A
USGS,5331000,42525.18,CDT,26100,A,5.26,A
USGS,5331000,42525.19,CDT,26100,A,5.25,A
USGS,5331000,42525.20,CDT,25800,A,5.24,A
USGS,5331000,42525.21,CDT,25700,A,5.24,A
USGS,5331000,42525.22,CDT,25700,A,5.23,A
USGS,5331000,42525.23,CDT,25100,A,5.24,A
USGS,5331000,42525.24,CDT,25500,A,5.22,A
USGS,5331000,42525.25,CDT,25100,A,5.22,A
USGS,5331000,42525.26,CDT,25800,A,5.22,A
USGS,5331000,42525.27,CDT,25700,A,5.24,A
USGS,5331000,42525.28,CDT,25500,A,5.23,A
USGS,5331000,42525.29,CDT,25400,A,5.2,A
USGS,5331000,42525.30,CDT,24900,A,5.21,A
USGS,5331000,42525.31,CDT,24800,A,5.2,A
USGS,5331000,42525.32,CDT,25300,A,5.19,A
USGS,5331000,42525.33,CDT,25100,A,5.19,A
USGS,5331000,42525.34,CDT,24900,A,5.16,A
USGS,5331000,42525.35,CDT,25000,A,5.17,A
USGS,5331000,42525.36,CDT,25300,A,5.17,A
USGS,5331000,42525.38,CDT,25400,A,5.18,A
USGS,5331000,42525.39,CDT,25400,A,5.15,A
USGS,5331000,42525.40,CDT,25100,A,5.18,A
USGS,5331000,42525.41,CDT,24900,A,5.18,A
USGS,5331000,42525.42,CDT,25000,A,5.21,A
USGS,5331000,42525.43,CDT,24800,A,5.19,A
USGS,5331000,42525.44,CDT,24600,A,5.15,A
USGS,5331000,42525.45,CDT,25500,A,5.2,A
USGS,5331000,42525.46,CDT,24700,A,5.18,A
USGS,5331000,42525.47,CDT,24900,A,5.19,A
USGS,5331000,42525.48,CDT,24700,A,5.19,A
USGS,5331000,42525.49,CDT,24900,A,5.2,A
USGS,5331000,42525.50,CDT,25800,A,4.96,A
USGS,5331000,42525.51,CDT,25200,A,5.13,A
USGS,5331000,42525.52,CDT,25500,A,5.15,A
USGS,5331000,42525.53,CDT,24800,A,5.16,A
USGS,5331000,42525.54,CDT,25200,A,5.15,A
USGS,5331000,42525.55,CDT,24700,A,5.15,A
USGS,5331000,42525.56,CDT,25700,A,5.14,A
USGS,5331000,42525.57,CDT,25300,A,5.12,A
USGS,5331000,42525.58,CDT,25200,A,5.13,A
USGS,5331000,42525.59,CDT,25000,A,5.13,A
USGS,5331000,42525.60,CDT,24500,A,5.14,A
USGS,5331000,42525.61,CDT,24900,A,5.13,A
USGS,5331000,42525.63,CDT,26000,A,5.12,A
USGS,5331000,42525.68,CDT,24600,A,5.11,A
USGS,5331000,42525.69,CDT,25400,A,5.11,A
USGS,5331000,42525.70,CDT,25100,A,5.12,A
USGS,5331000,42525.71,CDT,25000,A,5.12,A
USGS,5331000,42525.72,CDT,24700,A,5.13,A
USGS,5331000,42525.73,CDT,25700,A,5.12,A
USGS,5331000,42525.74,CDT,25900,A,5.11,A
USGS,5331000,42525.75,CDT,25400,A,5.12,A
USGS,5331000,42525.76,CDT,25200,A,5.14,A
USGS,5331000,42525.77,CDT,25800,A,5.13,A
USGS,5331000,42525.78,CDT,25100,A,5.12,A
USGS,5331000,42525.79,CDT,25800,A,5.12,A
USGS,5331000,42525.80,CDT,25300,A,5.13,A
USGS,5331000,42525.81,CDT,24900,A,5.1,A
USGS,5331000,42525.82,CDT,25800,A,5.11,A
USGS,5331000,42525.83,CDT,25100,A,5.11,A
USGS,5331000,42525.84,CDT,25200,A,5.09,A
USGS,5331000,42525.85,CDT,25200,A,5.1,A
USGS,5331000,42525.86,CDT,26300,A,5.05,A
USGS,5331000,42525.88,CDT,25600,A,5.12,A
USGS,5331000,42525.89,CDT,25000,A,5.07,A
USGS,5331000,42525.90,CDT,25500,A,5.1,A
USGS,5331000,42525.91,CDT,25000,A,5.08,A
USGS,5331000,42525.92,CDT,26200,A,5.07,A
USGS,5331000,42525.93,CDT,25400,A,5.1,A
USGS,5331000,42525.94,CDT,25700,A,5.1,A
USGS,5331000,42525.95,CDT,25600,A,5.1,A
USGS,5331000,42525.96,CDT,25800,A,5.1,A
USGS,5331000,42525.97,CDT,25900,A,5.1,A
USGS,5331000,42525.98,CDT,25400,A,5.08,A
USGS,5331000,42525.99,CDT,25000,A,5.07,A
USGS,5331000,42526.00,CDT,24800,A,5.06,A
USGS,5331000,42526.01,CDT,24600,A,5.09,A
USGS,5331000,42526.02,CDT,25500,A,5.1,A
USGS,5331000,42526.03,CDT,25000,A,5.09,A
USGS,5331000,42526.04,CDT,25400,A,5.1,A
USGS,5331000,42526.05,CDT,24300,A,5.08,A
USGS,5331000,42526.06,CDT,25000,A,5.1,A
USGS,5331000,42526.07,CDT,25200,A,5.08,A
USGS,5331000,42526.08,CDT,24500,A,5.08,A
USGS,5331000,42526.09,CDT,24900,A,5.09,A
USGS,5331000,42526.10,CDT,25100,A,5.1,A
USGS,5331000,42526.11,CDT,25400,A,5.08,A
USGS,5331000,42526.13,CDT,25800,A,5.09,A
USGS,5331000,42526.14,CDT,24800,A,5.11,A
USGS,5331000,42526.15,CDT,25600,A,5.09,A
USGS,5331000,42526.16,CDT,25100,A,5.08,A
USGS,5331000,42526.17,CDT,25000,A,5.08,A
USGS,5331000,42526.18,CDT,25500,A,5.11,A
USGS,5331000,42526.19,CDT,25000,A,5.1,A
USGS,5331000,42526.20,CDT,24400,A,5.09,A
USGS,5331000,42526.21,CDT,24900,A,5.09,A
USGS,5331000,42526.22,CDT,24800,A,5.07,A
USGS,5331000,42526.23,CDT,25000,A,5.08,A
USGS,5331000,42526.24,CDT,24900,A,5.08,A
USGS,5331000,42526.25,CDT,24800,A,5.09,A
USGS,5331000,42526.26,CDT,24600,A,5.08,A
USGS,5331000,42526.27,CDT,24900,A,5.09,A
USGS,5331000,42526.28,CDT,25100,A,5.08,A
USGS,5331000,42526.29,CDT,25100,A,5.09,A
USGS,5331000,42526.30,CDT,25200,A,5.07,A
USGS,5331000,42526.31,CDT,24100,A,5.05,A
USGS,5331000,42526.32,CDT,25100,A,5.08,A
USGS,5331000,42526.33,CDT,24800,A,5.08,A
USGS,5331000,42526.34,CDT,25200,A,5.09,A
USGS,5331000,42526.35,CDT,24900,A,5.09,A
USGS,5331000,42526.36,CDT,24900,A,5.09,A
USGS,5331000,42526.38,CDT,24900,A,5.1,A
USGS,5331000,42526.39,CDT,24900,A,5.1,A
USGS,5331000,42526.40,CDT,24800,A,5.09,A
USGS,5331000,42526.41,CDT,25000,A,5.09,A
USGS,5331000,42526.42,CDT,24900,A,5.1,A
USGS,5331000,42526.43,CDT,24700,A,5.1,A
USGS,5331000,42526.44,CDT,24700,A,5.11,A
USGS,5331000,42526.45,CDT,25000,A,5.08,A
USGS,5331000,42526.46,CDT,24100,A,5.1,A
USGS,5331000,42526.47,CDT,24400,A,5.08,A
USGS,5331000,42526.48,CDT,24700,A,5.11,A
USGS,5331000,42526.49,CDT,24400,A,5.1,A
USGS,5331000,42526.50,CDT,24700,A,5.12,A
USGS,5331000,42526.51,CDT,24800,A,5.09,A
USGS,5331000,42526.52,CDT,24900,A,5.1,A
USGS,5331000,42526.53,CDT,24300,A,5.1,A
USGS,5331000,42526.54,CDT,25100,A,5.06,A
USGS,5331000,42526.55,CDT,25400,A,5.03,A
USGS,5331000,42526.56,CDT,25500,A,5.05,A
USGS,5331000,42526.57,CDT,25000,A,5.04,A
USGS,5331000,42526.58,CDT,24800,A,5.05,A
USGS,5331000,42526.59,CDT,25100,A,5.02,A
USGS,5331000,42526.60,CDT,25000,A,5.03,A
USGS,5331000,42526.61,CDT,25000,A,5.04,A
USGS,5331000,42526.63,CDT,24800,A,5.02,A
USGS,5331000,42526.64,CDT,25300,A,5,A
USGS,5331000,42526.65,CDT,25200,A,5.04,A
USGS,5331000,42526.66,CDT,25200,A,5.04,A
USGS,5331000,42526.67,CDT,24900,A,5.04,A
USGS,5331000,42526.68,CDT,25400,A,5.06,A
USGS,5331000,42526.69,CDT,25600,A,5.02,A
USGS,5331000,42526.70,CDT,24600,A,5.03,A
USGS,5331000,42526.71,CDT,25100,A,5.03,A
USGS,5331000,42526.72,CDT,25200,A,5.04,A
USGS,5331000,42526.73,CDT,24700,A,5.04,A
USGS,5331000,42526.74,CDT,24400,A,5.03,A
USGS,5331000,42526.75,CDT,24300,A,5.03,A
USGS,5331000,42526.76,CDT,25400,A,5,A
USGS,5331000,42526.77,CDT,25200,A,5.02,A
USGS,5331000,42526.78,CDT,24700,A,5.01,A
USGS,5331000,42526.79,CDT,24600,A,5.02,A
USGS,5331000,42526.80,CDT,24900,A,5.04,A
USGS,5331000,42526.81,CDT,24600,A,5.02,A
USGS,5331000,42526.82,CDT,24600,A,5.03,A
USGS,5331000,42526.83,CDT,24200,A,5,A
USGS,5331000,42526.84,CDT,24200,A,5.02,A
USGS,5331000,42526.85,CDT,24300,A,4.99,A
USGS,5331000,42526.86,CDT,25000,A,5.01,A
USGS,5331000,42526.88,CDT,24200,A,5.04,A
USGS,5331000,42526.89,CDT,24500,A,5.02,A
USGS,5331000,42526.90,CDT,24200,A,5.01,A
USGS,5331000,42526.91,CDT,23900,A,5.02,A
USGS,5331000,42526.92,CDT,24700,A,5.01,A
USGS,5331000,42526.93,CDT,24200,A,5.02,A
USGS,5331000,42526.94,CDT,24200,A,5.01,A
USGS,5331000,42526.95,CDT,24500,A,5.01,A
USGS,5331000,42526.96,CDT,24000,A,5.01,A
USGS,5331000,42526.97,CDT,24400,A,5,A
USGS,5331000,42526.98,CDT,23900,A,5.01,A
USGS,5331000,42526.99,CDT,24000,A,5,A
USGS,5331000,42527.00,CDT,24200,A,4.98,A
USGS,5331000,42527.01,CDT,24300,A,4.99,A
USGS,5331000,42527.02,CDT,24400,A,5,A
USGS,5331000,42527.03,CDT,24100,A,4.99,A
USGS,5331000,42527.04,CDT,24100,A,4.98,A
USGS,5331000,42527.05,CDT,24000,A,4.98,A
USGS,5331000,42527.06,CDT,24800,A,4.98,A
USGS,5331000,42527.07,CDT,23600,A,4.97,A
USGS,5331000,42527.08,CDT,24400,A,4.97,A
USGS,5331000,42527.09,CDT,23900,A,4.96,A
USGS,5331000,42527.10,CDT,23500,A,4.98,A
USGS,5331000,42527.11,CDT,23900,A,4.96,A
USGS,5331000,42527.13,CDT,23800,A,4.96,A
USGS,5331000,42527.14,CDT,23700,A,4.97,A
USGS,5331000,42527.15,CDT,23400,A,4.96,A
USGS,5331000,42527.16,CDT,24200,A,4.97,A
USGS,5331000,42527.17,CDT,23900,A,4.95,A
USGS,5331000,42527.18,CDT,23800,A,4.95,A
USGS,5331000,42527.19,CDT,23600,A,4.95,A
USGS,5331000,42527.20,CDT,24500,A,4.94,A
USGS,5331000,42527.21,CDT,24700,A,4.95,A
USGS,5331000,42527.22,CDT,23300,A,4.94,A
USGS,5331000,42527.23,CDT,23700,A,4.95,A
USGS,5331000,42527.24,CDT,24300,A,4.89,A
USGS,5331000,42527.25,CDT,24500,A,4.91,A
USGS,5331000,42527.26,CDT,24500,A,4.88,A
USGS,5331000,42527.27,CDT,23900,A,4.9,A
USGS,5331000,42527.28,CDT,24300,A,4.91,A
USGS,5331000,42527.29,CDT,24000,A,4.89,A
USGS,5331000,42527.30,CDT,23200,A,4.88,A
USGS,5331000,42527.31,CDT,23700,A,4.87,A
USGS,5331000,42527.32,CDT,24000,A,4.88,A
USGS,5331000,42527.33,CDT,24100,A,4.86,A
USGS,5331000,42527.34,CDT,23300,A,4.88,A
USGS,5331000,42527.35,CDT,23600,A,4.9,A
USGS,5331000,42527.36,CDT,24700,A,4.86,A
USGS,5331000,42527.38,CDT,23700,A,4.87,A
USGS,5331000,42527.39,CDT,23200,A,4.88,A
USGS,5331000,42527.40,CDT,23500,A,4.88,A
USGS,5331000,42527.41,CDT,24000,A,4.88,A
USGS,5331000,42527.42,CDT,24000,A,4.87,A
