agency_cd,site_no,datetime,tz_cd,discharge,approval_discharge,gage_height,approval_gage
USGS,5331000,42297.00,CDT,5780,A,3.29,A
USGS,5331000,42297.01,CDT,5650,A,3.28,A
USGS,5331000,42297.02,CDT,5710,A,3.28,A
USGS,5331000,42297.03,CDT,5710,A,3.28,A
USGS,5331000,42297.04,CDT,5790,A,3.3,A
USGS,5331000,42297.05,CDT,5720,A,3.29,A
USGS,5331000,42297.06,CDT,5920,A,3.3,A
USGS,5331000,42297.07,CDT,6160,A,3.29,A
USGS,5331000,42297.08,CDT,6040,A,3.29,A
USGS,5331000,42297.09,CDT,6230,A,3.29,A
USGS,5331000,42297.10,CDT,6560,A,3.3,A
USGS,5331000,42297.11,CDT,6680,A,3.3,A
USGS,5331000,42297.13,CDT,6550,A,3.29,A
USGS,5331000,42297.14,CDT,6750,A,3.3,A
USGS,5331000,42297.15,CDT,6620,A,3.3,A
USGS,5331000,42297.16,CDT,6420,A,3.29,A
USGS,5331000,42297.17,CDT,6550,A,3.29,A
USGS,5331000,42297.18,CDT,6820,A,3.31,A
USGS,5331000,42297.19,CDT,6560,A,3.3,A
USGS,5331000,42297.20,CDT,6560,A,3.3,A
USGS,5331000,42297.21,CDT,6560,A,3.31,A
USGS,5331000,42297.22,CDT,6560,A,3.3,A
USGS,5331000,42297.23,CDT,6880,A,3.31,A
USGS,5331000,42297.24,CDT,6500,A,3.31,A
USGS,5331000,42297.25,CDT,6490,A,3.3,A
USGS,5331000,42297.26,CDT,5920,A,3.3,A
USGS,5331000,42297.27,CDT,5990,A,3.31,A
USGS,5331000,42297.28,CDT,5920,A,3.31,A
USGS,5331000,42297.29,CDT,5530,A,3.3,A
USGS,5331000,42297.30,CDT,5070,A,3.28,A
USGS,5331000,42297.31,CDT,5070,A,3.27,A
USGS,5331000,42297.32,CDT,5400,A,3.29,A
USGS,5331000,42297.33,CDT,5390,A,3.28,A
USGS,5331000,42297.34,CDT,5460,A,3.29,A
USGS,5331000,42297.35,CDT,5840,A,3.29,A
USGS,5331000,42297.36,CDT,6040,A,3.29,A
USGS,5331000,42297.38,CDT,5840,A,3.29,A
USGS,5331000,42297.39,CDT,5270,A,3.29,A
USGS,5331000,42297.40,CDT,4750,A,3.28,A
USGS,5331000,42297.41,CDT,4760,A,3.29,A
USGS,5331000,42297.42,CDT,4700,A,3.31,A
USGS,5331000,42297.43,CDT,5350,A,3.31,A
USGS,5331000,42297.44,CDT,4940,A,3.28,A
USGS,5331000,42297.45,CDT,4820,A,3.29,A
USGS,5331000,42297.46,CDT,5320,A,3.27,A
USGS,5331000,42297.47,CDT,5260,A,3.28,A
USGS,5331000,42297.48,CDT,5010,A,3.28,A
USGS,5331000,42297.49,CDT,5670,A,3.32,A
USGS,5331000,42297.50,CDT,5840,A,3.29,A
USGS,5331000,42297.51,CDT,5600,A,3.31,A
USGS,5331000,42297.52,CDT,5780,A,3.29,A
USGS,5331000,42297.53,CDT,5330,A,3.28,A
USGS,5331000,42297.54,CDT,5850,A,3.3,A
USGS,5331000,42297.55,CDT,5440,A,3.32,A
USGS,5331000,42297.56,CDT,5270,A,3.31,A
USGS,5331000,42297.57,CDT,6230,A,3.3,A
USGS,5331000,42297.58,CDT,5790,A,3.31,A
USGS,5331000,42297.59,CDT,6230,A,3.3,A
USGS,5331000,42297.60,CDT,5630,A,3.31,A
USGS,5331000,42297.61,CDT,5670,A,3.35,A
USGS,5331000,42297.63,CDT,6180,A,3.32,A
USGS,5331000,42297.64,CDT,4910,A,3.34,A
USGS,5331000,42297.65,CDT,5420,A,3.33,A
USGS,5331000,42297.66,CDT,5610,A,3.32,A
USGS,5331000,42297.67,CDT,5670,A,3.31,A
USGS,5331000,42297.68,CDT,6150,A,3.36,A
USGS,5331000,42297.69,CDT,5420,A,3.32,A
USGS,5331000,42297.70,CDT,5730,A,3.31,A
USGS,5331000,42297.71,CDT,6240,A,3.3,A
USGS,5331000,42297.72,CDT,6040,A,3.29,A
USGS,5331000,42297.73,CDT,5830,A,3.27,A
USGS,5331000,42297.74,CDT,5420,A,3.33,A
USGS,5331000,42297.75,CDT,5740,A,3.32,A
USGS,5331000,42297.76,CDT,6590,A,3.35,A
USGS,5331000,42297.77,CDT,6500,A,3.31,A
USGS,5331000,42297.78,CDT,5540,A,3.32,A
USGS,5331000,42297.79,CDT,5670,A,3.31,A
USGS,5331000,42297.80,CDT,6820,A,3.31,A
USGS,5331000,42297.81,CDT,6300,A,3.3,A
USGS,5331000,42297.82,CDT,5400,A,3.3,A
USGS,5331000,42297.83,CDT,6310,A,3.31,A
USGS,5331000,42297.84,CDT,6190,A,3.33,A
USGS,5331000,42297.85,CDT,5540,A,3.32,A
USGS,5331000,42297.86,CDT,5870,A,3.33,A
USGS,5331000,42297.88,CDT,5990,A,3.32,A
USGS,5331000,42297.89,CDT,6040,A,3.29,A
USGS,5331000,42297.90,CDT,6310,A,3.31,A
USGS,5331000,42297.91,CDT,6070,A,3.33,A
USGS,5331000,42297.92,CDT,5800,A,3.32,A
USGS,5331000,42297.93,CDT,5680,A,3.33,A
USGS,5331000,42297.94,CDT,5360,A,3.34,A
USGS,5331000,42297.95,CDT,4970,A,3.33,A
USGS,5331000,42297.96,CDT,5360,A,3.33,A
USGS,5331000,42297.97,CDT,5810,A,3.33,A
USGS,5331000,42297.98,CDT,5620,A,3.33,A
USGS,5331000,42297.99,CDT,5530,A,3.3,A
USGS,5331000,42298.00,CDT,5620,A,3.33,A
USGS,5331000,42298.01,CDT,5690,A,3.34,A
USGS,5331000,42298.02,CDT,6200,A,3.34,A
USGS,5331000,42298.03,CDT,5150,A,3.3,A
USGS,5331000,42298.04,CDT,5940,A,3.33,A
USGS,5331000,42298.05,CDT,5370,A,3.35,A
USGS,5331000,42298.06,CDT,5310,A,3.35,A
USGS,5331000,42298.07,CDT,5110,A,3.34,A
USGS,5331000,42298.08,CDT,5560,A,3.35,A
USGS,5331000,42298.09,CDT,5560,A,3.35,A
USGS,5331000,42298.10,CDT,5750,A,3.34,A
USGS,5331000,42298.11,CDT,5890,A,3.35,A
USGS,5331000,42298.13,CDT,5870,A,3.33,A
USGS,5331000,42298.14,CDT,5820,A,3.35,A
USGS,5331000,42298.15,CDT,6260,A,3.33,A
USGS,5331000,42298.16,CDT,6070,A,3.33,A
USGS,5331000,42298.17,CDT,6260,A,3.33,A
USGS,5331000,42298.18,CDT,6310,A,3.32,A
USGS,5331000,42298.19,CDT,6130,A,3.33,A
USGS,5331000,42298.20,CDT,6450,A,3.33,A
USGS,5331000,42298.21,CDT,6060,A,3.32,A
USGS,5331000,42298.22,CDT,6190,A,3.33,A
USGS,5331000,42298.23,CDT,6510,A,3.32,A
USGS,5331000,42298.24,CDT,6310,A,3.31,A
USGS,5331000,42298.25,CDT,6240,A,3.31,A
USGS,5331000,42298.26,CDT,6310,A,3.31,A
USGS,5331000,42298.27,CDT,6440,A,3.31,A
USGS,5331000,42298.28,CDT,6960,A,3.33,A
USGS,5331000,42298.29,CDT,7030,A,3.33,A
USGS,5331000,42298.30,CDT,7600,A,3.32,A
USGS,5331000,42298.31,CDT,6970,A,3.34,A
USGS,5331000,42298.32,CDT,6270,A,3.34,A
USGS,5331000,42298.33,CDT,5940,A,3.33,A
USGS,5331000,42298.34,CDT,5690,A,3.35,A
USGS,5331000,42298.35,CDT,4520,A,3.32,A
USGS,5331000,42298.36,CDT,4320,A,3.18,A
USGS,5331000,42298.38,CDT,5430,A,3.34,A
USGS,5331000,42298.39,CDT,5610,A,3.32,A
USGS,5331000,42298.40,CDT,5310,A,3.36,A
USGS,5331000,42298.41,CDT,5620,A,3.33,A
USGS,5331000,42298.42,CDT,6120,A,3.31,A
USGS,5331000,42298.43,CDT,6370,A,3.31,A
USGS,5331000,42298.44,CDT,6240,A,3.3,A
USGS,5331000,42298.45,CDT,6050,A,3.31,A
USGS,5331000,42298.46,CDT,5850,A,3.3,A
USGS,5331000,42298.47,CDT,5920,A,3.3,A
USGS,5331000,42298.48,CDT,5740,A,3.32,A
USGS,5331000,42298.49,CDT,5990,A,3.31,A
USGS,5331000,42298.50,CDT,6500,A,3.31,A
USGS,5331000,42298.51,CDT,6190,A,3.33,A
USGS,5331000,42298.52,CDT,5990,A,3.32,A
USGS,5331000,42298.53,CDT,5740,A,3.33,A
USGS,5331000,42298.54,CDT,6370,A,3.31,A
USGS,5331000,42298.55,CDT,6620,A,3.3,A
USGS,5331000,42298.56,CDT,6180,A,3.31,A
USGS,5331000,42298.57,CDT,6430,A,3.3,A
USGS,5331000,42298.58,CDT,6740,A,3.29,A
USGS,5331000,42298.59,CDT,6220,A,3.28,A
USGS,5331000,42298.60,CDT,6040,A,3.29,A
USGS,5331000,42298.61,CDT,6290,A,3.29,A
USGS,5331000,42298.63,CDT,6610,A,3.29,A
USGS,5331000,42298.64,CDT,6350,A,3.28,A
USGS,5331000,42298.65,CDT,6850,A,3.27,A
USGS,5331000,42298.66,CDT,7100,A,3.26,A
USGS,5331000,42298.67,CDT,6600,A,3.27,A
USGS,5331000,42298.68,CDT,6160,A,3.29,A
USGS,5331000,42298.69,CDT,5880,A,3.25,A
USGS,5331000,42298.70,CDT,6340,A,3.27,A
USGS,5331000,42298.71,CDT,6460,A,3.26,A
USGS,5331000,42298.72,CDT,5320,A,3.27,A
USGS,5331000,42298.73,CDT,5630,A,3.26,A
USGS,5331000,42298.74,CDT,6330,A,3.26,A
USGS,5331000,42298.75,CDT,6350,A,3.28,A
USGS,5331000,42298.76,CDT,6290,A,3.28,A
USGS,5331000,42298.77,CDT,5990,A,3.32,A
USGS,5331000,42298.78,CDT,6760,A,3.32,A
USGS,5331000,42298.79,CDT,6310,A,3.32,A
USGS,5331000,42298.80,CDT,5280,A,3.3,A
USGS,5331000,42298.81,CDT,5280,A,3.31,A
USGS,5331000,42298.82,CDT,4940,A,3.28,A
USGS,5331000,42298.83,CDT,4290,A,3.26,A
USGS,5331000,42298.84,CDT,4240,A,3.28,A
USGS,5331000,42298.85,CDT,4620,A,3.28,A
USGS,5331000,42298.86,CDT,4690,A,3.28,A
USGS,5331000,42298.88,CDT,4500,A,3.28,A
USGS,5331000,42298.89,CDT,4700,A,3.31,A
USGS,5331000,42298.90,CDT,5130,A,3.27,A
USGS,5331000,42298.91,CDT,5540,A,3.32,A
USGS,5331000,42298.92,CDT,6060,A,3.32,A
USGS,5331000,42298.93,CDT,6670,A,3.36,A
USGS,5331000,42298.94,CDT,6290,A,3.37,A
USGS,5331000,42298.95,CDT,5910,A,3.38,A
USGS,5331000,42298.96,CDT,5980,A,3.39,A
USGS,5331000,42298.97,CDT,5260,A,3.38,A
USGS,5331000,42298.98,CDT,5840,A,3.38,A
USGS,5331000,42298.99,CDT,5780,A,3.38,A
USGS,5331000,42299.00,CDT,6360,A,3.38,A
USGS,5331000,42299.01,CDT,6290,A,3.38,A
USGS,5331000,42299.02,CDT,6030,A,3.37,A
USGS,5331000,42299.03,CDT,6420,A,3.37,A
USGS,5331000,42299.04,CDT,6360,A,3.38,A
USGS,5331000,42299.05,CDT,6750,A,3.38,A
USGS,5331000,42299.06,CDT,6880,A,3.38,A
USGS,5331000,42299.07,CDT,6750,A,3.38,A
USGS,5331000,42299.08,CDT,6630,A,3.39,A
USGS,5331000,42299.09,CDT,6750,A,3.38,A
USGS,5331000,42299.10,CDT,6550,A,3.38,A
USGS,5331000,42299.11,CDT,6220,A,3.36,A
USGS,5331000,42299.13,CDT,6480,A,3.37,A
USGS,5331000,42299.14,CDT,6340,A,3.35,A
USGS,5331000,42299.15,CDT,6410,A,3.36,A
USGS,5331000,42299.16,CDT,6090,A,3.36,A
USGS,5331000,42299.17,CDT,5640,A,3.37,A
USGS,5331000,42299.18,CDT,5830,A,3.36,A
USGS,5331000,42299.19,CDT,5690,A,3.35,A
USGS,5331000,42299.20,CDT,5830,A,3.36,A
USGS,5331000,42299.21,CDT,5630,A,3.35,A
USGS,5331000,42299.22,CDT,6280,A,3.36,A
USGS,5331000,42299.23,CDT,6600,A,3.36,A
USGS,5331000,42299.24,CDT,6470,A,3.36,A
USGS,5331000,42299.25,CDT,6730,A,3.36,A
USGS,5331000,42299.26,CDT,6800,A,3.36,A
USGS,5331000,42299.27,CDT,6410,A,3.36,A
USGS,5331000,42299.28,CDT,6140,A,3.34,A
USGS,5331000,42299.29,CDT,6470,A,3.36,A
USGS,5331000,42299.30,CDT,6210,A,3.35,A
USGS,5331000,42299.31,CDT,6150,A,3.36,A
USGS,5331000,42299.32,CDT,5960,A,3.36,A
USGS,5331000,42299.33,CDT,5700,A,3.36,A
USGS,5331000,42299.34,CDT,5630,A,3.35,A
USGS,5331000,42299.35,CDT,6090,A,3.37,A
USGS,5331000,42299.36,CDT,5710,A,3.38,A
USGS,5331000,42299.38,CDT,6040,A,3.38,A
USGS,5331000,42299.39,CDT,5710,A,3.37,A
USGS,5331000,42299.40,CDT,5370,A,3.35,A
USGS,5331000,42299.41,CDT,4670,A,3.36,A
USGS,5331000,42299.42,CDT,3760,A,3.36,A
USGS,5331000,42299.43,CDT,5180,A,3.36,A
USGS,5331000,42299.44,CDT,5320,A,3.37,A
USGS,5331000,42299.45,CDT,5050,A,3.36,A
USGS,5331000,42299.46,CDT,5450,A,3.37,A
USGS,5331000,42299.47,CDT,6260,A,3.33,A
USGS,5331000,42299.48,CDT,5890,A,3.36,A
USGS,5331000,42299.49,CDT,5710,A,3.37,A
USGS,5331000,42299.50,CDT,5250,A,3.36,A
USGS,5331000,42299.51,CDT,5180,A,3.35,A
USGS,5331000,42299.52,CDT,5110,A,3.35,A
USGS,5331000,42299.53,CDT,5310,A,3.35,A
USGS,5331000,42299.54,CDT,5490,A,3.34,A
USGS,5331000,42299.55,CDT,6110,A,3.4,A
USGS,5331000,42299.56,CDT,5550,A,3.33,A
USGS,5331000,42299.57,CDT,4660,A,3.34,A
USGS,5331000,42299.58,CDT,5680,A,3.33,A
USGS,5331000,42299.59,CDT,5360,A,3.34,A
USGS,5331000,42299.60,CDT,5170,A,3.34,A
USGS,5331000,42299.61,CDT,4970,A,3.33,A
USGS,5331000,42299.63,CDT,5240,A,3.35,A
USGS,5331000,42299.64,CDT,5620,A,3.33,A
USGS,5331000,42299.65,CDT,6040,A,3.38,A
USGS,5331000,42299.66,CDT,5290,A,3.32,A
USGS,5331000,42299.67,CDT,5550,A,3.33,A
USGS,5331000,42299.68,CDT,6380,A,3.32,A
USGS,5331000,42299.69,CDT,6090,A,3.28,A
USGS,5331000,42299.70,CDT,5400,A,3.29,A
USGS,5331000,42299.71,CDT,5420,A,3.33,A
USGS,5331000,42299.72,CDT,5030,A,3.32,A
USGS,5331000,42299.73,CDT,5280,A,3.3,A
USGS,5331000,42299.74,CDT,6050,A,3.31,A
USGS,5331000,42299.75,CDT,5650,A,3.29,A
USGS,5331000,42299.76,CDT,5600,A,3.31,A
USGS,5331000,42299.77,CDT,5670,A,3.31,A
USGS,5331000,42299.78,CDT,5220,A,3.31,A
USGS,5331000,42299.79,CDT,5510,A,3.27,A
USGS,5331000,42299.80,CDT,5670,A,3.31,A
USGS,5331000,42299.81,CDT,5470,A,3.3,A
USGS,5331000,42299.82,CDT,5210,A,3.3,A
USGS,5331000,42299.83,CDT,5330,A,3.29,A
USGS,5331000,42299.84,CDT,5910,A,3.29,A
USGS,5331000,42299.85,CDT,6030,A,3.28,A
USGS,5331000,42299.86,CDT,5910,A,3.29,A
USGS,5331000,42299.88,CDT,5390,A,3.28,A
USGS,5331000,42299.89,CDT,5260,A,3.27,A
USGS,5331000,42299.90,CDT,5900,A,3.27,A
USGS,5331000,42299.91,CDT,5510,A,3.26,A
USGS,5331000,42299.92,CDT,5510,A,3.26,A
USGS,5331000,42299.93,CDT,5450,A,3.28,A
USGS,5331000,42299.94,CDT,5190,A,3.26,A
USGS,5331000,42299.95,CDT,5070,A,3.27,A
USGS,5331000,42299.96,CDT,5010,A,3.28,A
USGS,5331000,42299.97,CDT,6020,A,3.26,A
USGS,5331000,42299.98,CDT,5320,A,3.27,A
USGS,5331000,42299.99,CDT,5570,A,3.26,A
USGS,5331000,42300.00,CDT,5440,A,3.25,A
USGS,5331000,42300.01,CDT,5510,A,3.26,A
USGS,5331000,42300.02,CDT,4990,A,3.25,A
USGS,5331000,42300.03,CDT,5430,A,3.24,A
USGS,5331000,42300.04,CDT,5630,A,3.26,A
USGS,5331000,42300.05,CDT,5900,A,3.27,A
USGS,5331000,42300.06,CDT,5700,A,3.27,A
USGS,5331000,42300.07,CDT,5900,A,3.27,A
USGS,5331000,42300.08,CDT,6060,A,3.24,A
USGS,5331000,42300.09,CDT,6220,A,3.28,A
USGS,5331000,42300.10,CDT,6460,A,3.26,A
USGS,5331000,42300.11,CDT,6290,A,3.28,A
USGS,5331000,42300.13,CDT,5970,A,3.28,A
USGS,5331000,42300.14,CDT,6090,A,3.27,A
USGS,5331000,42300.15,CDT,5950,A,3.26,A
USGS,5331000,42300.16,CDT,6020,A,3.27,A
USGS,5331000,42300.17,CDT,6470,A,3.27,A
USGS,5331000,42300.18,CDT,6020,A,3.26,A
USGS,5331000,42300.19,CDT,6070,A,3.25,A
USGS,5331000,42300.20,CDT,5830,A,3.27,A
USGS,5331000,42300.21,CDT,5940,A,3.25,A
USGS,5331000,42300.22,CDT,5970,A,3.28,A
USGS,5331000,42300.23,CDT,4930,A,3.36,A
USGS,5331000,42300.24,CDT,6620,A,3.3,A
USGS,5331000,42300.25,CDT,6600,A,3.28,A
USGS,5331000,42300.26,CDT,6350,A,3.28,A
USGS,5331000,42300.27,CDT,6480,A,3.28,A
USGS,5331000,42300.28,CDT,6850,A,3.27,A
USGS,5331000,42300.29,CDT,6530,A,3.26,A
USGS,5331000,42300.30,CDT,6420,A,3.29,A
USGS,5331000,42300.31,CDT,6160,A,3.29,A
USGS,5331000,42300.32,CDT,5840,A,3.29,A
USGS,5331000,42300.33,CDT,5790,A,3.31,A
USGS,5331000,42300.34,CDT,6190,A,3.33,A
USGS,5331000,42300.35,CDT,5720,A,3.3,A
USGS,5331000,42300.36,CDT,5210,A,3.29,A
USGS,5331000,42300.38,CDT,5580,A,3.28,A
USGS,5331000,42300.39,CDT,5520,A,3.28,A
USGS,5331000,42300.40,CDT,5460,A,3.29,A
USGS,5331000,42300.41,CDT,5200,A,3.28,A
USGS,5331000,42300.42,CDT,5440,A,3.26,A
USGS,5331000,42300.43,CDT,6160,A,3.28,A
USGS,5331000,42300.44,CDT,5820,A,3.25,A
USGS,5331000,42300.45,CDT,5820,A,3.26,A
USGS,5331000,42300.46,CDT,5630,A,3.25,A
USGS,5331000,42300.47,CDT,5500,A,3.25,A
USGS,5331000,42300.48,CDT,5250,A,3.26,A
USGS,5331000,42300.49,CDT,5440,A,3.26,A
USGS,5331000,42300.50,CDT,5260,A,3.27,A
USGS,5331000,42300.51,CDT,5440,A,3.26,A
USGS,5331000,42300.52,CDT,5250,A,3.26,A
USGS,5331000,42300.53,CDT,5630,A,3.26,A
USGS,5331000,42300.54,CDT,5510,A,3.27,A
USGS,5331000,42300.55,CDT,5520,A,3.28,A
USGS,5331000,42300.56,CDT,5210,A,3.3,A
USGS,5331000,42300.57,CDT,5660,A,3.3,A
USGS,5331000,42300.58,CDT,5920,A,3.3,A
USGS,5331000,42300.59,CDT,5670,A,3.31,A
USGS,5331000,42300.60,CDT,5470,A,3.31,A
USGS,5331000,42300.61,CDT,5850,A,3.3,A
USGS,5331000,42300.63,CDT,5730,A,3.31,A
USGS,5331000,42300.64,CDT,5990,A,3.31,A
USGS,5331000,42300.65,CDT,5850,A,3.3,A
USGS,5331000,42300.66,CDT,5920,A,3.3,A
USGS,5331000,42300.67,CDT,6050,A,3.31,A
USGS,5331000,42300.68,CDT,5990,A,3.32,A
USGS,5331000,42300.69,CDT,6860,A,3.36,A
USGS,5331000,42300.70,CDT,6600,A,3.36,A
USGS,5331000,42300.71,CDT,6160,A,3.37,A
USGS,5331000,42300.72,CDT,6690,A,3.39,A
USGS,5331000,42300.73,CDT,6590,A,3.34,A
USGS,5331000,42300.74,CDT,6290,A,3.38,A
USGS,5331000,42300.75,CDT,6880,A,3.38,A
USGS,5331000,42300.76,CDT,6340,A,3.36,A
USGS,5331000,42300.77,CDT,6440,A,3.4,A
USGS,5331000,42300.78,CDT,6630,A,3.4,A
USGS,5331000,42300.79,CDT,6370,A,3.4,A
USGS,5331000,42300.80,CDT,7830,A,3.36,A
USGS,5331000,42300.81,CDT,7970,A,3.37,A
USGS,5331000,42300.82,CDT,7170,A,3.35,A
USGS,5331000,42300.83,CDT,7290,A,3.34,A
USGS,5331000,42300.84,CDT,6720,A,3.35,A
USGS,5331000,42300.85,CDT,6660,A,3.35,A
USGS,5331000,42300.86,CDT,6720,A,3.35,A
USGS,5331000,42300.88,CDT,6790,A,3.35,A
USGS,5331000,42300.89,CDT,6780,A,3.34,A
USGS,5331000,42300.90,CDT,7170,A,3.34,A
USGS,5331000,42300.91,CDT,6980,A,3.35,A
USGS,5331000,42300.92,CDT,6800,A,3.36,A
USGS,5331000,42300.93,CDT,6990,A,3.36,A
USGS,5331000,42300.94,CDT,6670,A,3.37,A
USGS,5331000,42300.95,CDT,6810,A,3.38,A
USGS,5331000,42300.96,CDT,6950,A,3.39,A
USGS,5331000,42300.97,CDT,6430,A,3.39,A
USGS,5331000,42300.98,CDT,7020,A,3.4,A
USGS,5331000,42300.99,CDT,7150,A,3.4,A
USGS,5331000,42301.00,CDT,7160,A,3.41,A
USGS,5331000,42301.01,CDT,6710,A,3.42,A
USGS,5331000,42301.02,CDT,6660,A,3.44,A
USGS,5331000,42301.03,CDT,6400,A,3.43,A
USGS,5331000,42301.04,CDT,6140,A,3.43,A
USGS,5331000,42301.05,CDT,6330,A,3.43,A
USGS,5331000,42301.06,CDT,6400,A,3.44,A
USGS,5331000,42301.07,CDT,7070,A,3.46,A
USGS,5331000,42301.08,CDT,6610,A,3.46,A
USGS,5331000,42301.09,CDT,6760,A,3.48,A
USGS,5331000,42301.10,CDT,6700,A,3.49,A
USGS,5331000,42301.11,CDT,7750,A,3.49,A
USGS,5331000,42301.13,CDT,7740,A,3.48,A
USGS,5331000,42301.14,CDT,7600,A,3.47,A
USGS,5331000,42301.15,CDT,7200,A,3.46,A
USGS,5331000,42301.16,CDT,7660,A,3.46,A
USGS,5331000,42301.17,CDT,7280,A,3.47,A
USGS,5331000,42301.18,CDT,7400,A,3.46,A
USGS,5331000,42301.19,CDT,7330,A,3.46,A
USGS,5331000,42301.20,CDT,7860,A,3.47,A
USGS,5331000,42301.21,CDT,7710,A,3.45,A
USGS,5331000,42301.22,CDT,7710,A,3.44,A
USGS,5331000,42301.23,CDT,7780,A,3.45,A
USGS,5331000,42301.24,CDT,7520,A,3.45,A
USGS,5331000,42301.25,CDT,7710,A,3.44,A
USGS,5331000,42301.26,CDT,7700,A,3.43,A
USGS,5331000,42301.27,CDT,7850,A,3.46,A
USGS,5331000,42301.28,CDT,7280,A,3.47,A
USGS,5331000,42301.29,CDT,7860,A,3.47,A
USGS,5331000,42301.30,CDT,7650,A,3.45,A
USGS,5331000,42301.31,CDT,7130,A,3.45,A
USGS,5331000,42301.32,CDT,7310,A,3.43,A
USGS,5331000,42301.33,CDT,6920,A,3.44,A
USGS,5331000,42301.34,CDT,8090,A,3.43,A
USGS,5331000,42301.35,CDT,7710,A,3.45,A
USGS,5331000,42301.36,CDT,7440,A,3.43,A
USGS,5331000,42301.38,CDT,6980,A,3.43,A
USGS,5331000,42301.39,CDT,7240,A,3.43,A
USGS,5331000,42301.40,CDT,6990,A,3.44,A
USGS,5331000,42301.41,CDT,6870,A,3.45,A
USGS,5331000,42301.42,CDT,6530,A,3.43,A
USGS,5331000,42301.43,CDT,6270,A,3.44,A
USGS,5331000,42301.44,CDT,6920,A,3.43,A
USGS,5331000,42301.45,CDT,6860,A,3.44,A
USGS,5331000,42301.46,CDT,6550,A,3.46,A
USGS,5331000,42301.47,CDT,6320,A,3.41,A
USGS,5331000,42301.48,CDT,6890,A,3.4,A
USGS,5331000,42301.49,CDT,7180,A,3.43,A
USGS,5331000,42301.50,CDT,7290,A,3.41,A
USGS,5331000,42301.51,CDT,7050,A,3.43,A
USGS,5331000,42301.52,CDT,7350,A,3.4,A
USGS,5331000,42301.53,CDT,7100,A,3.42,A
USGS,5331000,42301.54,CDT,7480,A,3.41,A
USGS,5331000,42301.55,CDT,6890,A,3.4,A
USGS,5331000,42301.56,CDT,6830,A,3.4,A
USGS,5331000,42301.57,CDT,7160,A,3.41,A
USGS,5331000,42301.58,CDT,7340,A,3.39,A
USGS,5331000,42301.59,CDT,7610,A,3.4,A
USGS,5331000,42301.60,CDT,7020,A,3.4,A
USGS,5331000,42301.61,CDT,6810,A,3.38,A
USGS,5331000,42301.63,CDT,7140,A,3.39,A
USGS,5331000,42301.64,CDT,7130,A,3.37,A
USGS,5331000,42301.65,CDT,6490,A,3.38,A
USGS,5331000,42301.66,CDT,7220,A,3.4,A
USGS,5331000,42301.67,CDT,7220,A,3.4,A
USGS,5331000,42301.68,CDT,7220,A,3.4,A
USGS,5331000,42301.69,CDT,6810,A,3.38,A
USGS,5331000,42301.70,CDT,7080,A,3.39,A
USGS,5331000,42301.71,CDT,7010,A,3.38,A
USGS,5331000,42301.72,CDT,6970,A,3.41,A
USGS,5331000,42301.73,CDT,7210,A,3.39,A
USGS,5331000,42301.74,CDT,7150,A,3.4,A
USGS,5331000,42301.75,CDT,7140,A,3.38,A
USGS,5331000,42301.76,CDT,7020,A,3.4,A
USGS,5331000,42301.77,CDT,6970,A,3.41,A
USGS,5331000,42301.78,CDT,6830,A,3.4,A
USGS,5331000,42301.79,CDT,6900,A,3.41,A
USGS,5331000,42301.80,CDT,6570,A,3.4,A
USGS,5331000,42301.81,CDT,6870,A,3.37,A
USGS,5331000,42301.82,CDT,6170,A,3.3,A
USGS,5331000,42301.83,CDT,6530,A,3.35,A
USGS,5331000,42301.84,CDT,6030,A,3.37,A
USGS,5331000,42301.85,CDT,5760,A,3.35,A
USGS,5331000,42301.86,CDT,5760,A,3.36,A
USGS,5331000,42301.88,CDT,5570,A,3.36,A
USGS,5331000,42301.89,CDT,5960,A,3.36,A
USGS,5331000,42301.90,CDT,5950,A,3.35,A
USGS,5331000,42301.91,CDT,6210,A,3.35,A
USGS,5331000,42301.92,CDT,6140,A,3.35,A
USGS,5331000,42301.93,CDT,6140,A,3.35,A
USGS,5331000,42301.94,CDT,6140,A,3.35,A
USGS,5331000,42301.95,CDT,6200,A,3.34,A
USGS,5331000,42301.96,CDT,6330,A,3.34,A
USGS,5331000,42301.97,CDT,6330,A,3.34,A
USGS,5331000,42301.98,CDT,6450,A,3.33,A
USGS,5331000,42301.99,CDT,6320,A,3.33,A
USGS,5331000,42302.00,CDT,6320,A,3.33,A
USGS,5331000,42302.01,CDT,6440,A,3.32,A
USGS,5331000,42302.02,CDT,6640,A,3.33,A
USGS,5331000,42302.03,CDT,6440,A,3.32,A
USGS,5331000,42302.04,CDT,6390,A,3.33,A
USGS,5331000,42302.05,CDT,6120,A,3.32,A
USGS,5331000,42302.06,CDT,6130,A,3.33,A
USGS,5331000,42302.07,CDT,6310,A,3.31,A
USGS,5331000,42302.08,CDT,6180,A,3.31,A
USGS,5331000,42302.09,CDT,6250,A,3.32,A
USGS,5331000,42302.10,CDT,6440,A,3.31,A
USGS,5331000,42302.11,CDT,6520,A,3.33,A
USGS,5331000,42302.13,CDT,6450,A,3.33,A
USGS,5331000,42302.14,CDT,6330,A,3.34,A
USGS,5331000,42302.15,CDT,6260,A,3.33,A
USGS,5331000,42302.16,CDT,6700,A,3.32,A
USGS,5331000,42302.17,CDT,6840,A,3.33,A
USGS,5331000,42302.18,CDT,6500,A,3.31,A
